"names","scores","logfoldchanges","pvals","pvals_adj","group"
"Gsto1",36.5575,4.9353294,1.39189747778873e-179,3.82936853523653e-178,"epithelial cell"
"F3",35.2615,3.9749775,1.57900925905276e-171,4.05560662274419e-170,"epithelial cell"
"Cldn7",34.812885,4.4561896,1.61668027329165e-168,4.09941823032661e-167,"epithelial cell"
"Prdx6",33.500328,2.5045567,1.52343823354166e-160,3.68190688353011e-159,"epithelial cell"
"Atp1a1",33.356205,2.181515,6.13463049847714e-161,1.48522071598783e-159,"epithelial cell"
"Atp1b1",33.106747,2.939213,9.46786323707742e-159,2.2339343071755e-157,"epithelial cell"
"Cd9",32.549007,1.6860553,6.08406455151423e-157,1.41396097865826e-155,"epithelial cell"
"Ifitm1",32.21026,4.6727085,1.22299699705932e-151,2.70673150970792e-150,"epithelial cell"
"Map1lc3a",31.973845,1.8769175,1.02091743155597e-151,2.27031814132439e-150,"epithelial cell"
"Cldn3",31.851286,7.2406836,4.06669142045222e-149,8.81813259565659e-148,"epithelial cell"
"Sfn",31.733395,3.8870108,8.94337992190595e-149,1.93324211013747e-147,"epithelial cell"
"Bpifa1",31.700006,4.8896313,2.58524925872123e-148,5.56248144214193e-147,"epithelial cell"
"Tspan1",31.623133,5.946559,1.07489618317224e-147,2.30209688706781e-146,"epithelial cell"
"Dstn",31.48071,1.6792002,7.37813644307156e-149,1.59737227720061e-147,"epithelial cell"
"Krt7",31.21161,3.7246976,1.41528493316929e-145,2.9942525159042e-144,"epithelial cell"
"Bsg",30.69556,1.4012754,9.87583583449121e-144,2.05503005458822e-142,"epithelial cell"
"Anxa1",30.63061,2.575049,4.35724590326743e-142,8.89402056002726e-141,"epithelial cell"
"Krt15",30.53404,5.1701736,9.24383935210753e-141,1.85958797139724e-139,"epithelial cell"
"Scgb3a2",30.210966,6.4837117,1.64864540023764e-138,3.27868465952973e-137,"epithelial cell"
"Aqp5",30.208908,7.27587,1.75418513450095e-138,3.48359647038341e-137,"epithelial cell"
"Perp",30.041943,4.1642494,1.21652280143294e-137,2.39875551257053e-136,"epithelial cell"
"Fxyd3",29.658794,2.9941995,7.57493546281451e-136,1.48104882834046e-134,"epithelial cell"
"Bcam",29.560034,3.4190814,1.08796978023148e-134,2.1094188454878e-133,"epithelial cell"
"Tmem176b",29.50364,2.041613,2.88233337300538e-135,5.60404509575529e-134,"epithelial cell"
"Selenbp1",29.343876,3.3498843,3.12790217568469e-133,5.99773087984938e-132,"epithelial cell"
"Atpif1",29.272343,1.6672521,7.06099968168322e-134,1.36144288876332e-132,"epithelial cell"
"Cd24a",28.508877,2.4783392,3.97769251474997e-128,7.3634916885418e-127,"epithelial cell"
"Tmem176a",28.43567,2.1801136,5.2221631513756e-128,9.65441344359889e-127,"epithelial cell"
"Gsta4",28.406866,3.4647193,2.25540765017621e-127,4.153112420384e-126,"epithelial cell"
"Alcam",27.25078,3.4261732,1.45710811077323e-119,2.52607746078134e-118,"epithelial cell"
"Cdh1",27.129868,3.6417572,8.0580676637372e-119,1.38660519093802e-117,"epithelial cell"
"Atf3",27.114216,2.3240242,2.62430210354661e-119,4.53824963769843e-118,"epithelial cell"
"Elf3",27.011524,4.4630637,6.72492650533757e-118,1.15292736306409e-116,"epithelial cell"
"Gsta3",26.993639,3.6723065,7.01819529997408e-118,1.20172566753923e-116,"epithelial cell"
"Epas1",26.925255,3.1906524,1.472404863216e-117,2.51501203691166e-116,"epithelial cell"
"Sult1d1",26.769045,4.3265753,2.1981241551706e-116,3.7271725169464e-115,"epithelial cell"
"Klf5",26.744112,4.1503587,3.55984424715885e-116,6.01414948600709e-115,"epithelial cell"
"Dnajb1",26.649761,2.524874,6.56882216341981e-116,1.10707715904319e-114,"epithelial cell"
"Gpx4",26.52682,1.2205844,7.18763211490402e-116,1.20844235110602e-114,"epithelial cell"
"Slc16a11",26.476711,6.238044,2.34965111154989e-114,3.90794422029702e-113,"epithelial cell"
"Gstm1",26.369621,2.0349762,7.99382749689608e-115,1.33431741707782e-113,"epithelial cell"
"Klf6",26.338667,2.1574278,5.41165254326811e-114,8.97921514360374e-113,"epithelial cell"
"Rab25",26.294447,4.0687404,2.589361246584e-113,4.26081535622883e-112,"epithelial cell"
"Hbegf",25.951477,2.5920992,1.51666764437601e-111,2.44652726272983e-110,"epithelial cell"
"Wbp5",25.787088,1.5711552,6.23941325536613e-111,1.0029892832327e-109,"epithelial cell"
"Vamp8",25.573536,1.3953155,1.59935965958268e-109,2.52720610908632e-108,"epithelial cell"
"Tsc22d1",25.444395,1.5896624,2.91344095122226e-109,4.58801034863859e-108,"epithelial cell"
"Aqp3",25.334873,4.325828,3.87001547567317e-107,5.95956697310246e-106,"epithelial cell"
"S100a14",25.295013,5.018185,8.49286046834722e-107,1.303518308488e-105,"epithelial cell"
"Aldh1a1",24.604443,3.5230994,1.61183342740915e-102,2.39214639050775e-101,"epithelial cell"
"Lgals3",24.308186,2.2159154,5.40297191337226e-101,7.94242576621491e-100,"epithelial cell"
"Prdx1",24.144543,1.1449307,2.28128179053101e-100,3.34644086469781e-99,"epithelial cell"
"Gprc5a",24.066883,3.713052,4.47803923383957e-99,6.51397953754239e-98,"epithelial cell"
"Adh7",23.912497,4.4443226,5.10799963028335e-98,7.37639656153263e-97,"epithelial cell"
"Fosb",23.829384,1.9279464,4.12387805787811e-98,5.96142330672079e-97,"epithelial cell"
"Reg3g",23.768274,4.69848,4.39964790503502e-97,6.32722091797443e-96,"epithelial cell"
"Ckmt1",23.437178,4.561448,5.21326442584946e-95,7.41305966008685e-94,"epithelial cell"
"Ezr",23.397999,1.5788169,2.23356467765544e-95,3.1890721925786e-94,"epithelial cell"
"Frat2",23.230152,3.9545467,1.02237311845119e-93,1.43039760622703e-92,"epithelial cell"
"Hspb8",23.191551,2.7157686,1.1089852158134e-93,1.55001839250386e-92,"epithelial cell"
"Ptprf",23.028965,2.8682027,1.31557387202031e-92,1.81507471480621e-91,"epithelial cell"
"Hsp90aa1",22.996101,1.3658704,8.06295137252465e-93,1.11574896676855e-91,"epithelial cell"
"Hsp90ab1",22.99592,0.89352953,4.27718803124534e-93,5.93646406609835e-92,"epithelial cell"
"Sdc4",22.866976,1.3484931,9.81378960233735e-93,1.35668088435093e-91,"epithelial cell"
"Tacstd2",22.713324,3.639781,1.57008439625962e-90,2.13032601172809e-89,"epithelial cell"
"Dsp",22.712593,4.1971416,1.80544810053318e-90,2.44728753724659e-89,"epithelial cell"
"Wnt4",22.709772,4.015158,1.83917744039485e-90,2.49058260191991e-89,"epithelial cell"
"Ftl1",22.691381,0.7701478,1.16096353954564e-91,1.58916159626499e-90,"epithelial cell"
"Hspa1a",22.679037,2.3272033,9.96134312164346e-91,1.35289617167218e-89,"epithelial cell"
"Avpi1",22.638247,2.4029624,2.69219094911928e-90,3.63863982550384e-89,"epithelial cell"
"Tg",22.464697,5.2963014,7.05972270776338e-89,9.39564051766481e-88,"epithelial cell"
"Kcnk1",22.336092,3.5389678,3.69960901918845e-88,4.90030991019242e-87,"epithelial cell"
"Net1",22.035044,2.5805073,2.10550001029313e-86,2.75476180857996e-85,"epithelial cell"
"Cxadr",22.015186,4.386392,4.15424525045448e-86,5.41998576678321e-85,"epithelial cell"
"Por",21.992435,2.2128282,3.65160027712745e-86,4.76866111237254e-85,"epithelial cell"
"Tst",21.97416,3.546911,6.94711407537997e-86,9.02995098444114e-85,"epithelial cell"
"Krt5",21.913086,4.484129,1.77618541653263e-85,2.29584746365374e-84,"epithelial cell"
"Tpm1",21.902973,1.9444937,1.00894018577804e-85,1.31021047819181e-84,"epithelial cell"
"Chka",21.86197,2.1465955,2.07874553775437e-85,2.67946450287765e-84,"epithelial cell"
"Dcxr",21.805601,2.8688462,6.25719262247312e-85,8.05794435684074e-84,"epithelial cell"
"Ralbp1",21.597406,1.506036,6.58487253532114e-84,8.40220078498676e-83,"epithelial cell"
"Oit1",21.547558,5.0578504,3.42842586832946e-83,4.3388287739104e-82,"epithelial cell"
"Ece1",21.53242,2.1532218,2.01543060844443e-83,2.55992787410172e-82,"epithelial cell"
"Mal2",21.515741,4.629979,5.09274240478855e-83,6.42756727262569e-82,"epithelial cell"
"2210411K11Rik",21.510424,2.4217267,3.73543594418555e-83,4.7230702796555e-82,"epithelial cell"
"Gstm2",21.477985,2.6151133,6.37576625331769e-83,8.03231149433806e-82,"epithelial cell"
"S100a6",21.367344,1.7526423,1.28267708167929e-82,1.61011250262015e-81,"epithelial cell"
"Anxa2",21.354565,1.2575508,1.15520216481396e-82,1.4514051747631e-81,"epithelial cell"
"Pglyrp1",21.203802,3.0119073,3.20770750791753e-81,3.98345193735236e-80,"epithelial cell"
"Casz1",21.18887,3.645919,4.72910782413891e-81,5.8571094323699e-80,"epithelial cell"
"Csrp1",21.179901,1.444527,1.3740410849128e-81,1.7155180218001e-80,"epithelial cell"
"S100a1",21.144384,2.037334,5.98203878447948e-81,7.40230772611011e-80,"epithelial cell"
"Mt1",20.949934,1.7386637,2.92542903464067e-80,3.59126081051435e-79,"epithelial cell"
"Myh14",20.928051,5.347942,2.17086897378839e-79,2.63246228084565e-78,"epithelial cell"
"Lsr",20.79572,3.4089968,1.15758728893106e-78,1.39763856454547e-77,"epithelial cell"
"Chchd10",20.639795,2.4019375,8.2023338833811e-78,9.83502928428495e-77,"epithelial cell"
"Sod1",20.498632,1.5104423,3.84025655144935e-77,4.58492379525956e-76,"epithelial cell"
"Slc15a2",20.495447,4.6299777,8.92389802565145e-77,1.05907574096414e-75,"epithelial cell"
"Lmo4",20.304474,1.5349087,5.89086655236526e-76,6.92624605367202e-75,"epithelial cell"
"Sox2",20.30124,7.114614,1.42083410202261e-75,1.66633795570824e-74,"epithelial cell"
"Ehf",19.945969,4.17028,1.81395323610451e-73,2.08522237818421e-72,"epithelial cell"
"Scgb1a1",19.923264,3.4400558,2.38755379321392e-73,2.73331713448445e-72,"epithelial cell"
"Sdc1",19.918636,2.7226927,2.0597921725074e-73,2.36587185094683e-72,"epithelial cell"
"Epha2",19.883385,2.7597666,3.4248891152795e-73,3.90802306342671e-72,"epithelial cell"
"Cd14",19.847078,2.8482761,4.78021002827982e-73,5.44115321371083e-72,"epithelial cell"
"Dapl1",19.841629,3.0571992,6.07519429805349e-73,6.89264709235555e-72,"epithelial cell"
"F11r",19.746872,2.1308079,1.68546349016988e-72,1.90449165963108e-71,"epithelial cell"
"Rpl36al",19.669538,0.8021808,2.44774341710489e-72,2.75911223558843e-71,"epithelial cell"
"Pgrmc1",19.653336,1.5306422,5.46327400451791e-72,6.12846393367396e-71,"epithelial cell"
"Cstb",19.58534,1.153149,8.6683460957959e-72,9.69253381522688e-71,"epithelial cell"
"Nkx2-1",19.564634,8.04637,3.73741955816321e-71,4.16895974913382e-70,"epithelial cell"
"Cldn4",19.537525,3.179931,3.86681838953996e-71,4.30984618100767e-70,"epithelial cell"
"Rab11fip1",19.508091,3.1241546,6.5452779735327e-71,7.27770085220038e-70,"epithelial cell"
"Foxa1",19.502878,3.9803674,7.80133805349038e-71,8.66739242159933e-70,"epithelial cell"
"Anxa8",19.489376,3.6389015,9.18209058188368e-71,1.01851699593946e-69,"epithelial cell"
"Zfand5",19.4773,1.3549942,5.5796003343985e-71,6.20892216268277e-70,"epithelial cell"
"Clip4",19.437296,4.556034,2.00093879783898e-70,2.20198173950328e-69,"epithelial cell"
"Anxa3",19.424303,1.8284589,1.1989602348689e-70,1.32782222988146e-69,"epithelial cell"
"Ubc",19.422228,1.0243225,8.01792186088883e-71,8.90091628591972e-70,"epithelial cell"
"Tmem205",19.369051,2.0338364,3.42226667465287e-70,3.74539106744045e-69,"epithelial cell"
"Sftpd",19.348589,6.584591,7.12981436646892e-70,7.76636508572878e-69,"epithelial cell"
"Mt2",19.346125,1.5451194,1.43195023383401e-70,1.58333432924569e-69,"epithelial cell"
"Cyp4b1",19.254465,2.5649734,1.402689326039e-69,1.52553422717101e-68,"epithelial cell"
"Phlda1",19.14672,1.4782802,4.18684228627516e-69,4.52172470653503e-68,"epithelial cell"
"Emp2",19.0476,1.8931036,2.3176886923013e-68,2.48571219457061e-67,"epithelial cell"
"S100a16",18.895533,1.3682606,1.31941401032969e-67,1.39996664922253e-66,"epithelial cell"
"Emb",18.79978,1.716061,6.13949794337003e-67,6.47975366714588e-66,"epithelial cell"
"AW555464",18.783205,2.5539587,1.16096206320604e-66,1.21975493448236e-65,"epithelial cell"
"1810037I17Rik",18.754232,1.0811852,9.86190968309211e-67,1.03769950641213e-65,"epithelial cell"
"Trib1",18.659752,1.9407358,5.40931987520569e-66,5.62383435270638e-65,"epithelial cell"
"Gclc",18.620634,2.434743,1.02109594238974e-65,1.05763962901842e-64,"epithelial cell"
"Uqcr11",18.616392,1.0263602,5.06143052258668e-66,5.26608178661654e-65,"epithelial cell"
"Eya2",18.576689,4.578307,2.31929002266645e-65,2.39694405386337e-64,"epithelial cell"
"Cd44",18.397018,1.605567,1.53354720101526e-64,1.57321374984034e-63,"epithelial cell"
"Fkbp2",18.394112,1.4974232,1.7762635945813e-64,1.82086638440105e-63,"epithelial cell"
"Crb3",18.387545,3.5440729,2.78369490524993e-64,2.84521415389018e-63,"epithelial cell"
"Hspa1b",18.330263,2.4625702,4.73179886661935e-64,4.82927947376892e-63,"epithelial cell"
"Mgst1",18.311703,1.4669983,4.0845598584528e-64,4.17176506159364e-63,"epithelial cell"
"2200002D01Rik",18.267002,2.5450165,1.05964080385978e-63,1.07909726631544e-62,"epithelial cell"
"Cyb5",18.132927,1.0826962,3.69108993650428e-63,3.72885798302439e-62,"epithelial cell"
"Txn1",18.131943,0.94113505,3.71418680394811e-63,3.74947023188989e-62,"epithelial cell"
"Scgb3a1",18.04292,3.804669,2.8890864109296e-62,2.88721980807975e-61,"epithelial cell"
"Agr2",17.942701,6.5108995,1.14169047772204e-61,1.13524808145489e-60,"epithelial cell"
"Aqp4",17.938658,8.038865,1.20779588876915e-61,1.20012323822665e-60,"epithelial cell"
"Lamb3",17.894464,4.25226,2.06635241177177e-61,2.05176119288693e-60,"epithelial cell"
"Fos",17.881983,1.3323034,1.00283816369052e-61,9.978920712463e-61,"epithelial cell"
"Fkbp4",17.787796,1.3360444,4.96940453949644e-61,4.90979990023633e-60,"epithelial cell"
"Msln",17.763683,6.2271533,1.20620165946796e-60,1.18417019051153e-59,"epithelial cell"
"Itgb4",17.692812,3.9148576,2.85448331711131e-60,2.78662428173258e-59,"epithelial cell"
"Mettl7a1",17.62549,1.8115796,4.43204264133891e-60,4.31457801469084e-59,"epithelial cell"
"Acsl3",17.614359,2.518525,6.71548237379917e-60,6.52381229069492e-59,"epithelial cell"
"Hras1",17.587563,1.7671179,8.29955898362173e-60,8.0458329116294e-59,"epithelial cell"
"Sox21",17.543533,8.550356,2.18003555798436e-59,2.10168109436983e-58,"epithelial cell"
"Sec14l3",17.495401,6.913108,4.07006534276445e-59,3.89679364763576e-58,"epithelial cell"
"Baiap2",17.472431,1.8215874,3.65737454505133e-59,3.51133179597652e-58,"epithelial cell"
"Muc1",17.378517,5.1307063,1.82043833852394e-58,1.72985133860695e-57,"epithelial cell"
"1190003J15Rik",17.357975,3.2147846,2.12360615072785e-58,2.01518208754481e-57,"epithelial cell"
"Pbx1",17.35439,1.5255764,1.48274426812799e-58,1.41185245941243e-57,"epithelial cell"
"Anapc13",17.347023,1.153268,1.57562623833933e-58,1.4982440480821e-57,"epithelial cell"
"Ctnnb1",17.283062,1.202218,3.47755013985629e-58,3.29326363924758e-57,"epithelial cell"
"Pvrl2",17.201387,2.5109096,1.47515468361194e-57,1.39036075494664e-56,"epithelial cell"
"Krt17",17.196552,7.6781273,1.98801023125668e-57,1.8712028687846e-56,"epithelial cell"
"Vegfa",17.155977,2.0881567,2.46197804691309e-57,2.31419286908016e-56,"epithelial cell"
"Marcksl1",17.122393,1.3971018,2.55396877648878e-57,2.39904179065455e-56,"epithelial cell"
"Fmo3",17.084993,8.150465,8.40527168881942e-57,7.8372262009414e-56,"epithelial cell"
"Mrps6",17.055357,1.8458672,8.56885885518208e-57,7.98440991452408e-56,"epithelial cell"
"1600029D21Rik",17.023289,3.6656148,1.72883804776723e-56,1.60984310789081e-55,"epithelial cell"
"Lmo7",17.014898,2.7019017,1.76738344762283e-56,1.64463535924849e-55,"epithelial cell"
"Ctnna1",16.91569,1.3330686,4.22623823735689e-56,3.92223083348302e-55,"epithelial cell"
"Gm5480",16.909533,3.1033292,7.18293531140035e-56,6.644095845183e-55,"epithelial cell"
"Lrrc26",16.861202,7.0358663,1.49192859453772e-55,1.37543960030196e-54,"epithelial cell"
"Scnn1a",16.781229,3.5043488,3.6108274647746e-55,3.31790951400179e-54,"epithelial cell"
"Irf6",16.768019,3.4749808,4.50546854471645e-55,4.13451731120618e-54,"epithelial cell"
"Plscr1",16.74237,1.9781266,4.89304728593843e-55,4.48132310970717e-54,"epithelial cell"
"Egr1",16.723127,1.2896475,4.5480367875015e-55,4.17083136487539e-54,"epithelial cell"
"Dnajb9",16.715963,1.5578631,6.5989695561745e-55,6.03179613864118e-54,"epithelial cell"
"Thbs1",16.677223,2.1822097,1.25362780193288e-54,1.14138342908487e-53,"epithelial cell"
"Pir",16.663963,2.1324012,1.39399091399083e-54,1.26752106555626e-53,"epithelial cell"
"Rnh1",16.629711,1.2722325,1.88838016799864e-54,1.71146746866595e-53,"epithelial cell"
"Lamc2",16.594732,3.8522456,4.25365166285512e-54,3.84513537653287e-53,"epithelial cell"
"Gabrp",16.589321,8.451285,4.80533491111076e-54,4.33258207885835e-53,"epithelial cell"
"P4hb",16.558218,1.141213,4.25689629077622e-54,3.84557126955845e-53,"epithelial cell"
"Snhg1",16.53674,1.4024428,6.22060527444806e-54,5.59774053171244e-53,"epithelial cell"
"Fat1",16.521399,2.7391732,9.75624493476803e-54,8.75671732668638e-53,"epithelial cell"
"Ager",16.499002,6.075904,1.50253121748446e-53,1.34512778640522e-52,"epithelial cell"
"Wls",16.395771,1.5432132,3.82387747820152e-53,3.40141842645644e-52,"epithelial cell"
"Krt4",16.377996,4.9217954,6.84907103363127e-53,6.07298839867394e-52,"epithelial cell"
"Jup",16.371117,1.6941717,5.03642966811677e-53,4.47714798274927e-52,"epithelial cell"
"Parva",16.358591,1.8113676,6.51591984140216e-53,5.78126960561883e-52,"epithelial cell"
"Plxnb2",16.35054,2.0188088,7.63948753711599e-53,6.75662681093976e-52,"epithelial cell"
"Ddr1",16.342958,2.524033,8.88486925618547e-53,7.84313664650335e-52,"epithelial cell"
"Clic3",16.337711,6.715066,1.15319526861908e-52,1.01605261610419e-51,"epithelial cell"
"D14Ertd449e",16.334267,1.2723635,7.80076759446514e-53,6.89488797984439e-52,"epithelial cell"
"Bace2",16.28987,2.4350004,1.74973989369941e-52,1.53873209476876e-51,"epithelial cell"
"Cttn",16.280079,1.7380748,1.72878711696922e-52,1.52126709578562e-51,"epithelial cell"
"Esrp1",16.236086,4.886531,4.10186108350027e-52,3.59132126688096e-51,"epithelial cell"
"Tjp2",16.184612,2.4997954,6.71210754794872e-52,5.83630538257302e-51,"epithelial cell"
"Bri3",16.172953,0.9481794,5.21648703375649e-52,4.55289755466608e-51,"epithelial cell"
"Ltf",16.170006,3.5028777,8.71931902873372e-52,7.57215472233326e-51,"epithelial cell"
"Qsox1",16.126192,2.1798573,1.39938352414592e-51,1.21375813331062e-50,"epithelial cell"
"Icam1",16.098448,1.3388983,1.23527970162464e-51,1.0720903195958e-50,"epithelial cell"
"Iyd",16.05487,5.150128,3.99873092434646e-51,3.44683177695524e-50,"epithelial cell"
"Cisd1",16.042633,1.3604152,2.98586184146807e-51,2.57854731359039e-50,"epithelial cell"
"Hist1h2bc",16.041111,1.4519662,3.3068991979298e-51,2.85225178032099e-50,"epithelial cell"
"Skp1a",16.02037,1.1579623,4.12455678818905e-51,3.55089394238588e-50,"epithelial cell"
"Crip2",15.980482,1.0681409,5.11379673443867e-51,4.39710712415817e-50,"epithelial cell"
"Rps27l",15.938079,0.77986,8.93207674942956e-51,7.65661578995128e-50,"epithelial cell"
"Jun",15.927657,1.1657681,1.10192840866648e-50,9.42836224772347e-50,"epithelial cell"
"Asgr1",15.877441,6.5275207,3.669311951803e-50,3.11846713559521e-49,"epithelial cell"
"Hspb1",15.863793,1.130144,1.8105366525776e-50,1.54533910119759e-49,"epithelial cell"
"Cmtm8",15.842697,2.7043304,4.67389698149856e-50,3.96497988296413e-49,"epithelial cell"
"St14",15.804783,3.0996172,8.07774356617424e-50,6.82343860344124e-49,"epithelial cell"
"Stard10",15.784316,1.9360963,8.66329711097315e-50,7.31363002315689e-49,"epithelial cell"
"Tspan15",15.775812,2.5919197,1.08477951990136e-49,9.14670847761769e-49,"epithelial cell"
"Cox4i1",15.756861,0.55244505,8.04481602468391e-50,6.79975008376592e-49,"epithelial cell"
"Tmc4",15.751178,3.258014,1.63495191793801e-49,1.37690052326769e-48,"epithelial cell"
"Fam110c",15.728669,3.8041694,2.2255215298234e-49,1.86860586349044e-48,"epithelial cell"
"Cyp2a5",15.701127,5.46741,3.24312595830146e-49,2.71319449912949e-48,"epithelial cell"
"Ifrd1",15.683302,1.1433903,2.40544469899195e-49,2.01602622845677e-48,"epithelial cell"
"Fbxo32",15.43847,2.955894,7.4509094129994e-48,6.14479324279411e-47,"epithelial cell"
"Tjp3",15.423891,4.0026526,9.43936574111186e-48,7.77546807585907e-47,"epithelial cell"
"Bspry",15.419355,4.05569,9.97392299227375e-48,8.20608640516802e-47,"epithelial cell"
"Fgfbp1",15.412078,6.772181,1.12956183273071e-47,9.28254443532715e-47,"epithelial cell"
"Oat",15.395444,1.0399528,8.48353976671343e-48,6.99226507355936e-47,"epithelial cell"
"Pak4",15.390906,2.5810683,1.2832315308797e-47,1.05205336521651e-46,"epithelial cell"
"Sec61b",15.333981,0.8930391,2.07838062527187e-47,1.70094865869546e-46,"epithelial cell"
"Ppap2c",15.3291025,2.6986825,2.80742585352963e-47,2.28684466395471e-46,"epithelial cell"
"Maff",15.318736,1.3650447,2.42265108266094e-47,1.97804842942657e-46,"epithelial cell"
"Errfi1",15.316822,1.2992893,2.22395594858261e-47,1.81795013271982e-46,"epithelial cell"
"Ripk4",15.296309,3.496555,4.39909851345907e-47,3.57709406576306e-46,"epithelial cell"
"Osr2",15.2923975,2.458832,4.17119614602632e-47,3.39375929566525e-46,"epithelial cell"
"Crlf1",15.275381,3.0088727,5.29453913158341e-47,4.30019132151533e-46,"epithelial cell"
"Vmp1",15.25204,1.3455471,5.82852319855514e-47,4.73112953044234e-46,"epithelial cell"
"Fgfr2",15.247858,2.3633914,7.00179306269164e-47,5.67357166622412e-46,"epithelial cell"
"Cxcl17",15.243635,6.664738,8.79658267917826e-47,7.11546934786987e-46,"epithelial cell"
"Calml3",15.199542,3.5219707,1.42257813259297e-46,1.14804117007691e-45,"epithelial cell"
"Actn4",15.187464,1.1407142,1.17273222749769e-46,9.47510466569666e-46,"epithelial cell"
"Actg1",15.1431,0.66697884,1.89150796022657e-46,1.52470656133839e-45,"epithelial cell"
"Upk1b",15.132178,2.573523,2.92229270855026e-46,2.34880120067715e-45,"epithelial cell"
"Me1",15.126203,1.8356792,2.84585569985598e-46,2.28868614660284e-45,"epithelial cell"
"Spint1",15.1069565,2.5720143,4.01525888258193e-46,3.22169561408778e-45,"epithelial cell"
"Celsr1",15.102319,4.4161224,4.71768714821545e-46,3.78093971158937e-45,"epithelial cell"
"AU021092",15.069074,3.6884217,6.8432012352361e-46,5.47180955747971e-45,"epithelial cell"
"Tpo",15.065971,7.6602745,7.55873805131029e-46,6.03701620265579e-45,"epithelial cell"
"Hint2",15.035235,1.3445863,7.88826970410514e-46,6.29659418296145e-45,"epithelial cell"
"Mgst3",15.008703,1.5109692,1.05935969508207e-45,8.44152622509303e-45,"epithelial cell"
"Atp11a",14.996737,2.0249298,1.39549841566799e-45,1.11073375897736e-44,"epithelial cell"
"Itga3",14.911709,2.9683008,4.41050722369958e-45,3.49451741952885e-44,"epithelial cell"
"Fam129b",14.880297,1.6954265,5.44553603212299e-45,4.30723335813546e-44,"epithelial cell"
"Irx2",14.821065,4.8422065,1.38806896202983e-44,1.09294728622269e-43,"epithelial cell"
"Calr",14.774965,0.92114335,1.85316274364304e-44,1.45668427748474e-43,"epithelial cell"
"Atp5d",14.75851,0.6997114,1.85121795964753e-44,1.45597769583351e-43,"epithelial cell"
"Ctsl",14.725423,1.0383765,2.84146543951277e-44,2.2297655233065e-43,"epithelial cell"
"Mapk13",14.661592,2.956279,8.7629366938778e-44,6.84945770440611e-43,"epithelial cell"
"Prlr",14.607795,4.521877,1.76004482274176e-43,1.37186920366114e-42,"epithelial cell"
"Il13ra1",14.588035,2.220776,1.9672396950364e-43,1.53165233750569e-42,"epithelial cell"
"Dio1",14.569316,4.742629,2.79342507079172e-43,2.17004857201404e-42,"epithelial cell"
"2310043J07Rik",14.505405,6.1605954,6.01427785797496e-43,4.64879300726649e-42,"epithelial cell"
"Hsp90b1",14.497322,1.0231462,5.2764941277266e-43,4.08759458831842e-42,"epithelial cell"
"Nupr1",14.494947,1.430711,5.22893750380069e-43,4.05300885247268e-42,"epithelial cell"
"Serpinb5",14.49118,4.3066864,6.99603183895368e-43,5.40165053966024e-42,"epithelial cell"
"Mgat3",14.468509,3.6989362,8.91176143598959e-43,6.85796743783367e-42,"epithelial cell"
"Klf4",14.466666,1.0213786,5.69715886290613e-43,4.40856856756621e-42,"epithelial cell"
"Plxnb1",14.464254,3.1265316,9.14176563802638e-43,7.02719599375843e-42,"epithelial cell"
"Rac3",14.422992,3.1124678,1.47745431889712e-42,1.13195605797286e-41,"epithelial cell"
"Hmox1",14.389077,1.7239852,1.8864545424328e-42,1.44213803872636e-41,"epithelial cell"
"Tspan8",14.386091,1.8897543,1.97279514847199e-42,1.50648827547332e-41,"epithelial cell"
"Zfp467",14.375585,2.084304,2.38770078152213e-42,1.82032763305419e-41,"epithelial cell"
"Ifi202b",14.371601,7.2667,2.90207235589734e-42,2.20884359029234e-41,"epithelial cell"
"Srf",14.368564,2.026384,2.60453812597058e-42,1.9845525589292e-41,"epithelial cell"
"Ahr",14.347537,2.2894053,3.4476598063155e-42,2.61837818678222e-41,"epithelial cell"
"2900026A02Rik",14.345226,2.4694781,3.47768066680359e-42,2.6397378714598e-41,"epithelial cell"
"C77080",14.331965,3.1423273,4.33065841154081e-42,3.28182339396079e-41,"epithelial cell"
"Niacr1",14.309227,4.118306,5.87617935335337e-42,4.43854003136366e-41,"epithelial cell"
"Nr4a1",14.304246,1.2322853,4.70153712118588e-42,3.55900479956654e-41,"epithelial cell"
"Edn1",14.303831,3.2478426,5.79206355829399e-42,4.37737876194412e-41,"epithelial cell"
"Ssfa2",14.290788,2.0648615,6.36823301883715e-42,4.80760151058742e-41,"epithelial cell"
"Mpzl2",14.238775,3.0323715,1.27848896974457e-41,9.59452557833649e-41,"epithelial cell"
"1110017F19Rik",14.229212,3.6901448,1.48530061985031e-41,1.11345556967884e-40,"epithelial cell"
"Rnd3",14.185827,2.0079682,2.1944881113089e-41,1.64244456975974e-40,"epithelial cell"
"Krtcap3",14.184487,3.3672245,2.4485709833576e-41,1.83064214067246e-40,"epithelial cell"
"Defb1",14.112557,2.5883014,4.84588157049606e-41,3.60553272810667e-40,"epithelial cell"
"AA986860",14.109913,3.9129224,5.93500859119938e-41,4.40646691189795e-40,"epithelial cell"
"Cox8a",14.08867,0.5883593,5.17978991018912e-41,3.85191534934523e-40,"epithelial cell"
"Mgat4b",14.069811,1.8879669,8.22640959695227e-41,6.09148127655174e-40,"epithelial cell"
"Tubb4b",14.067162,0.9605933,7.36225028123533e-41,5.45739542945032e-40,"epithelial cell"
"O3far1",13.996025,6.076087,2.27385158981825e-40,1.67305961849153e-39,"epithelial cell"
