"names","scores","logfoldchanges","pvals","pvals_adj","group"
"Cd74",437.1524,6.774669,0,0,"B cell"
"Cd79a",410.58542,8.171274,0,0,"B cell"
"H2-Aa",322.28116,5.735689,0,0,"B cell"
"H2-Ab1",315.32974,5.472276,0,0,"B cell"
"H2-Eb1",302.9756,5.4276223,0,0,"B cell"
"Cd79b",296.22742,7.4854007,0,0,"B cell"
"Cd52",218.61989,3.7089155,0,0,"B cell"
"Ly6d",211.97536,5.031062,0,0,"B cell"
"Cd37",197.28622,4.547855,0,0,"B cell"
"Fau",196.63942,1.5224805,0,0,"B cell"
"Ms4a1",179.43994,8.270935,0,0,"B cell"
"Rpl18a",175.39468,1.4348562,0,0,"B cell"
"Rps19",175.16893,1.4635304,0,0,"B cell"
"Rps15a",171.0472,1.5244329,0,0,"B cell"
"Coro1a",168.7724,3.0379076,0,0,"B cell"
"Rpl13a",166.81995,1.3743101,0,0,"B cell"
"Uba52",164.81705,1.3147346,0,0,"B cell"
"Rps13",162.29488,1.4538835,0,0,"B cell"
"Rps7",162.16544,1.4635733,0,0,"B cell"
"Rps24",158.52657,1.3319292,0,0,"B cell"
"Rpl17",153.958,1.3062593,0,0,"B cell"
"Ptprcap",153.82236,3.4606736,0,0,"B cell"
"Faim3",151.69872,7.720902,0,0,"B cell"
"Rps16",149.68968,1.1957793,0,0,"B cell"
"Rps20",146.53545,1.404277,0,0,"B cell"
"Rps18",145.11069,1.3416696,0,0,"B cell"
"Ltb",144.2735,3.9394202,0,0,"B cell"
"Rpl32",144.00896,1.2883028,0,0,"B cell"
"Ly6e",143.67621,2.102717,0,0,"B cell"
"Rpl13",141.9123,1.1590585,0,0,"B cell"
"Shisa5",141.70476,2.527645,0,0,"B cell"
"Rpl27",140.96649,1.2645721,0,0,"B cell"
"Rps15",138.8473,1.1709963,0,0,"B cell"
"Rps5",137.23209,1.1878387,0,0,"B cell"
"Rpl19",136.19295,1.1348019,0,0,"B cell"
"Rpl35",135.013,1.1280841,0,0,"B cell"
"Rac2",134.52647,2.6620288,0,0,"B cell"
"Rpl8",129.77312,1.057537,0,0,"B cell"
"Sh3bgrl3",129.75063,1.9399732,0,0,"B cell"
"Arhgdib",129.19255,2.392957,0,0,"B cell"
"Rps27",128.98154,1.5949504,0,0,"B cell"
"Rps9",128.72064,1.1078918,0,0,"B cell"
"Rps3",128.17006,1.0885804,0,0,"B cell"
"Rpl4",128.01865,1.2406858,0,0,"B cell"
"Rpl27a",125.31366,1.0858715,0,0,"B cell"
"Rpl6",124.91097,1.0489335,0,0,"B cell"
"Rps11",124.69812,1.1546378,0,0,"B cell"
"Rpl21",124.63007,1.021667,0,0,"B cell"
"Rpsa",124.38344,1.2889303,0,0,"B cell"
"Rplp2",123.45143,1.0389907,0,0,"B cell"
"Ctss",122.671684,3.2239664,0,0,"B cell"
"Rps6",120.58732,1.0798774,0,0,"B cell"
"Rpl12",119.37434,1.4057573,0,0,"B cell"
"2010001M09Rik",119.27716,6.7259793,0,0,"B cell"
"Rpl37a",119.2365,0.9767768,0,0,"B cell"
"Rpl23a",118.803635,0.9551785,0,0,"B cell"
"Rpl11",118.46168,1.0011889,0,0,"B cell"
"H2-Ob",117.04825,5.9919086,0,0,"B cell"
"Rps3a",115.61774,0.9983034,0,0,"B cell"
"Rps10",115.50904,1.112496,0,0,"B cell"
"Rpl10a",115.11272,1.202046,0,0,"B cell"
"Apobec3",114.804535,3.3882315,0,0,"B cell"
"Tmsb10",114.3981,1.687989,0,0,"B cell"
"Rpl18",113.63888,1.0471058,0,0,"B cell"
"Rps4x",113.48219,0.9973776,0,0,"B cell"
"Rpl23",112.91866,0.9809978,0,0,"B cell"
"Rpl9",112.78054,0.93110466,0,0,"B cell"
"Rps29",110.744385,0.9065814,0,0,"B cell"
"Rpl35a",110.10381,0.8299813,0,0,"B cell"
"Rps23",108.92558,0.8657326,0,0,"B cell"
"Rpl39",107.69436,1.0958236,0,0,"B cell"
"Rpl3",106.73183,1.1030585,0,0,"B cell"
"Napsa",105.80131,3.448575,0,0,"B cell"
"H3f3a",105.008,1.3776734,0,0,"B cell"
"H2-Oa",104.39676,5.322011,0,0,"B cell"
"Cd53",102.54616,2.660233,0,0,"B cell"
"Tnfrsf13c",102.54138,7.276132,0,0,"B cell"
"Rps8",102.01223,0.8405267,0,0,"B cell"
"Rps26",101.567314,1.0633042,0,0,"B cell"
"Rps25",101.27474,0.8661634,0,0,"B cell"
"Rpl14",101.04676,0.9281371,0,0,"B cell"
"Rps14",100.68483,0.7921787,0,0,"B cell"
"Tmsb4x",100.638535,1.3329984,0,0,"B cell"
"Limd2",100.320305,2.3594162,0,0,"B cell"
"Ly86",99.236404,3.8935797,0,0,"B cell"
"Bank1",99.23302,6.895412,0,0,"B cell"
"Rps27a",99.21151,0.82609886,0,0,"B cell"
"Rpl36",98.1294,0.92584616,0,0,"B cell"
"Pfn1",97.8919,1.2597945,0,0,"B cell"
"Serp1",97.45692,2.1327207,0,0,"B cell"
"H2-D1",96.19999,1.3656244,0,0,"B cell"
"Cd19",95.640175,6.8873734,0,0,"B cell"
"Eef1a1",92.889565,0.73462325,0,0,"B cell"
"Ptpn6",92.838585,3.252695,0,0,"B cell"
"Gimap1",92.08861,2.9000113,0,0,"B cell"
"Fcrla",90.99547,6.554207,0,0,"B cell"
"H2-DMa",90.88813,3.6030478,0,0,"B cell"
"Mef2c",90.44165,3.2562401,0,0,"B cell"
"Rpl7",89.394554,0.8022527,0,0,"B cell"
"Rpl38",89.305145,0.9210808,0,0,"B cell"
"Rpl36a",88.81975,1.0229317,0,0,"B cell"
"Unc93b1",87.43165,3.0053108,0,0,"B cell"
"Rpl37",87.06288,0.7671392,0,0,"B cell"
"H2-K1",86.4887,1.4507751,0,0,"B cell"
"Cd22",85.72029,6.8863287,0,0,"B cell"
"Rpl22",85.47756,1.0045992,0,0,"B cell"
"Hvcn1",85.04617,4.508955,0,0,"B cell"
"Eef1g",84.33771,1.1650943,0,0,"B cell"
"Psmb8",80.833336,1.7914681,0,0,"B cell"
"Prkcb",80.34492,3.028441,0,0,"B cell"
"Ptpn18",79.47006,1.9546285,0,0,"B cell"
"Plac8",79.40625,2.7478356,0,0,"B cell"
"Gimap6",78.5282,2.2646172,0,0,"B cell"
"Fcrl1",78.383865,6.639553,0,0,"B cell"
"Pou2af1",78.01258,6.2532854,0,0,"B cell"
"Snx2",77.8652,2.6773312,0,0,"B cell"
"Pold4",77.756714,2.5395563,0,0,"B cell"
"Hmha1",75.95809,2.241965,0,0,"B cell"
"Rps21",75.87901,0.78212553,0,0,"B cell"
"Cd72",75.64342,4.238393,0,0,"B cell"
"Fcer2a",75.36723,7.3476205,0,0,"B cell"
"Vpreb3",74.97566,6.330707,0,0,"B cell"
"B2m",74.9383,0.94011843,0,0,"B cell"
"Rpl15",74.689766,0.7433356,0,0,"B cell"
"Rps2",74.35525,0.7804657,0,0,"B cell"
"Lcp1",73.89266,2.2408125,0,0,"B cell"
"Arpc5l",73.81806,2.206657,0,0,"B cell"
"Ptp4a3",73.741585,2.463049,0,0,"B cell"
"Blk",72.825584,6.2929554,0,0,"B cell"
"Ralgps2",72.72974,4.084692,0,0,"B cell"
"Blnk",72.68675,4.4705114,0,0,"B cell"
"Cr2",72.66033,7.1287866,0,0,"B cell"
"Gnb2l1",72.47469,0.94876766,0,0,"B cell"
"Swap70",72.41267,3.1779673,0,0,"B cell"
"Btg1",72.35847,1.1636711,0,0,"B cell"
"Cyba",72.32941,1.3192275,0,0,"B cell"
"Actr3",71.99701,1.4718136,0,0,"B cell"
"Rps28",71.77155,1.0677606,0,0,"B cell"
"Rpl5",71.766945,0.86722106,0,0,"B cell"
"Cnp",71.26198,2.6746411,0,0,"B cell"
"Eif3f",70.682884,1.0861415,0,0,"B cell"
"Grap",70.02623,3.0414696,0,0,"B cell"
"Rplp0",69.39611,0.7175172,0,0,"B cell"
"Srgn",69.38259,1.5773923,0,0,"B cell"
"Spib",69.349075,5.678139,0,0,"B cell"
"Pou2f2",68.477036,4.386984,0,0,"B cell"
"Snx5",68.406006,2.190322,0,0,"B cell"
"Stk17b",68.33977,2.3372989,0,0,"B cell"
"Rps12",68.01124,0.7784944,0,0,"B cell"
"Pyhin1",67.590706,3.36276,0,0,"B cell"
"Irf8",67.32351,2.345183,0,0,"B cell"
"Ms4a4c",66.71262,3.7254155,0,0,"B cell"
"Cd55",66.7037,3.2473366,0,0,"B cell"
"Bcl11a",66.517136,4.7692113,0,0,"B cell"
"Rps15a-ps6",66.139725,1.6603931,0,0,"B cell"
"Rnase6",65.75269,3.7504632,0,0,"B cell"
"Csk",65.68057,2.2477436,0,0,"B cell"
"Rpl29",64.92633,0.7435121,0,0,"B cell"
"Rplp1",64.885765,0.62115544,0,0,"B cell"
"Capg",64.35085,1.8172053,0,0,"B cell"
"Rpl41",64.27774,0.52754915,0,0,"B cell"
"Bin1",63.75483,2.3471322,0,0,"B cell"
"Mndal",63.275425,2.2402003,0,0,"B cell"
"Serpinb1a",63.16534,2.8759632,0,0,"B cell"
"Foxp1",62.91186,1.7865739,0,0,"B cell"
"Laptm5",62.548836,1.6664765,0,0,"B cell"
"Ppdpf",61.919792,1.6435124,0,0,"B cell"
"Filip1l",61.392136,2.7075753,0,0,"B cell"
"Mif4gd",61.305573,2.4254768,0,0,"B cell"
"Rps17",61.303196,0.6011131,0,0,"B cell"
"4930420K17Rik",61.137894,2.6920998,0,0,"B cell"
"Scd1",60.63718,2.4359264,0,0,"B cell"
"Ptprc",60.491936,1.8464088,0,0,"B cell"
"Lyn",60.099335,2.563582,0,0,"B cell"
"Rpl10",60.051266,0.51672953,0,0,"B cell"
"Cxcr5",59.75796,6.3468404,0,0,"B cell"
"Rpl31",59.249172,0.5898454,0,0,"B cell"
"Dok3",59.24708,3.652942,0,0,"B cell"
"Pxk",58.846306,2.8193321,0,0,"B cell"
"Cotl1",58.5343,1.545655,0,0,"B cell"
"Tspan32",58.421024,2.6976202,0,0,"B cell"
"Snn",57.757652,3.7460213,0,0,"B cell"
"Sell",57.62557,2.474184,0,0,"B cell"
"Pkig",57.345642,1.8841587,0,0,"B cell"
"Fam49b",57.009617,1.7392204,0,0,"B cell"
"Gpr18",56.963715,4.0736294,0,0,"B cell"
"Fam111a",56.595276,2.5253081,0,0,"B cell"
"Syk",56.003178,3.3476956,0,0,"B cell"
"Npm1",55.897938,0.95690477,0,0,"B cell"
"Sipa1",55.84148,2.3122697,0,0,"B cell"
"Pmf1",55.696335,2.9631238,0,0,"B cell"
"Btla",55.407246,4.8079658,0,0,"B cell"
"Cd2",55.32263,2.1915324,0,0,"B cell"
"Hcls1",54.98486,2.0431154,0,0,"B cell"
"Rpl28",54.97482,0.55672216,0,0,"B cell"
"Cd38",53.892563,3.2511482,0,0,"B cell"
"Lsp1",53.86166,1.3139682,0,0,"B cell"
"Tbc1d10c",53.662052,2.3425496,0,0,"B cell"
"Ncf4",53.657986,2.5524938,0,0,"B cell"
"Sp140",53.286503,2.6928341,0,0,"B cell"
"Hhex",52.985004,2.924982,0,0,"B cell"
"Chchd10",52.72043,1.7822343,0,0,"B cell"
"1110003E01Rik",52.544605,1.1626086,0,0,"B cell"
"Arhgap30",52.526104,2.2423923,0,0,"B cell"
"Acp5",52.500694,2.4164755,0,0,"B cell"
"Gm8369",51.818676,5.2291775,0,0,"B cell"
"Rpl7a",51.36976,0.6302224,0,0,"B cell"
"Hnrnpf",50.787376,0.9148959,0,0,"B cell"
"Lat2",50.670578,2.899728,0,0,"B cell"
"Rpl24",50.390766,0.5142152,0,0,"B cell"
"Xist",50.373302,1.73401,0,0,"B cell"
"Snrpg",50.350918,0.8557518,0,0,"B cell"
"Gmfg",49.774433,1.4965879,0,0,"B cell"
"Siglecg",49.731457,5.620851,0,0,"B cell"
"Ifi30",49.442093,2.1011517,0,0,"B cell"
"Lmo2",49.42001,2.2547321,0,0,"B cell"
"Tmem123",49.31949,1.5975251,0,0,"B cell"
"March1",49.280678,4.543684,0,0,"B cell"
"Cd24a",49.25003,1.4694508,0,0,"B cell"
"Irf5",49.100376,2.6968112,0,0,"B cell"
"Ezr",48.783833,1.3840362,0,0,"B cell"
"Ucp2",48.776096,1.2950019,0,0,"B cell"
"Map4k1",48.708332,3.5387988,0,0,"B cell"
"Ifi203",48.52825,1.7483195,0,0,"B cell"
"Eef2",48.361385,0.6130117,0,0,"B cell"
"Cybasc3",48.330788,2.8172286,0,0,"B cell"
"Il16",48.296146,2.0066135,0,0,"B cell"
"Vars",47.99049,2.3724217,0,0,"B cell"
"AB124611",47.971275,2.2045658,0,0,"B cell"
"Cyp4f18",47.897236,3.495058,0,0,"B cell"
"Grb2",47.863335,1.6386359,0,0,"B cell"
"Gltscr2",47.688587,0.9590947,0,0,"B cell"
"Rhoh",47.64653,2.2627385,0,0,"B cell"
"Cfl1",47.60682,0.7171897,0,0,"B cell"
"Slfn2",47.53986,1.6501968,0,0,"B cell"
"Grk6",47.375298,2.138327,0,0,"B cell"
"Lyl1",47.26316,3.2821114,0,0,"B cell"
"Btk",47.21787,4.0003743,0,0,"B cell"
"Ccr7",47.01786,2.7564452,0,0,"B cell"
"Fam65b",46.945618,2.6403167,0,0,"B cell"
"Dusp2",46.813366,1.9589344,0,0,"B cell"
"Ctsh",46.799206,1.3429105,0,0,"B cell"
"Gimap4",46.146954,1.729167,0,0,"B cell"
"Cd48",45.648773,1.8537167,0,0,"B cell"
"Gga2",45.405487,2.7148473,0,0,"B cell"
"Naca",45.28696,0.5924673,0,0,"B cell"
"Cd83",45.051388,2.7171462,0,0,"B cell"
"Il21r",44.736458,2.2511282,0,0,"B cell"
"Arhgef1",44.10882,1.3941059,0,0,"B cell"
"Parp1",44.103767,2.6422215,0,0,"B cell"
"Plekha2",44.0033,2.1192935,0,0,"B cell"
"Eef1b2",43.780422,0.7047318,0,0,"B cell"
"H2-Eb2",43.69375,5.5130534,0,0,"B cell"
"Zfp318",43.55921,3.2288148,0,0,"B cell"
"Sept1",43.353355,1.4317979,0,0,"B cell"
"Ikzf1",43.27832,1.8109639,0,0,"B cell"
"Ctsc",43.247192,1.6737467,0,0,"B cell"
"Nrm",43.18473,2.8511164,0,0,"B cell"
"B4galnt1",42.800488,1.7458776,0,0,"B cell"
"Tsc22d3",42.649323,1.2251879,0,0,"B cell"
"Evl",42.512154,1.6673847,0,0,"B cell"
"Gimap7",42.47763,2.7383306,0,0,"B cell"
"Ets1",42.27218,1.1872926,0,0,"B cell"
"Samhd1",42.217884,1.609985,0,0,"B cell"
"Dtx1",42.20836,3.380993,0,0,"B cell"
"Eml4",42.11262,2.2298076,0,0,"B cell"
"Smap2",42.112064,1.6558065,0,0,"B cell"
"Dbnl",42.005714,1.5079755,0,0,"B cell"
"Ciita",41.760838,4.614267,0,0,"B cell"
"Btf3",41.699287,0.57965606,0,0,"B cell"
"Ell3",41.63956,5.4413533,0,0,"B cell"
"Sp110",41.423504,1.6732785,0,0,"B cell"
"Prr5",41.419212,2.829305,0,0,"B cell"
"Bfsp2",41.113956,5.8156996,0,0,"B cell"
"Gpr183",40.86897,2.9967818,0,0,"B cell"
"Snx20",40.74251,2.2472935,0,0,"B cell"
"Rasgrp2",40.73147,1.7435858,0,0,"B cell"
"Gpr171",40.523846,2.6261876,0,0,"B cell"
"Ptk2b",40.497837,2.2807903,0,0,"B cell"
"Cnn2",40.473293,1.0816214,0,0,"B cell"
"Ppp1ca",40.427193,0.821851,0,0,"B cell"
"Bcl2",40.20966,1.5015905,0,0,"B cell"
"Dnajc9",40.089153,1.7785741,0,0,"B cell"
"Serinc3",39.845642,0.8533479,0,0,"B cell"
"Arhgap15",39.82175,1.9011865,0,0,"B cell"
"Rpl36al",39.747147,0.60921574,0,0,"B cell"
"Acap1",39.729702,2.1982617,0,0,"B cell"
"Il2rg",39.610764,1.8458447,0,0,"B cell"
"Gimap3",39.584045,1.8609104,0,0,"B cell"
"Pabpc1",39.290318,0.70015204,0,0,"B cell"
"A630001G21Rik",39.264828,3.3707097,2.66415756616838e-308,1.98861863156193e-307,"B cell"
"Wdfy4",39.243473,3.447743,4.7490346841185e-308,3.54104509039173e-307,"B cell"
"Rhof",39.19151,2.501692,1.3602728121523e-308,1.01699021578798e-307,"B cell"
"Man1a",39.16158,2.0348516,1.33668337032075e-308,9.99890875778354e-308,"B cell"
"Pkib",39.124065,3.256996,1.40235973121736e-306,1.04229844197955e-305,"B cell"
"Zcchc11",39.07783,1.904247,6.16498466884436e-308,4.59436571600548e-307,"B cell"
"Pgls",39.06716,1.048927,0,0,"B cell"
"Vasp",38.8945,1.0606582,3.37804296970248e-309,2.53508011758643e-308,"B cell"
"Cd84",38.742752,1.9649454,1.53484715339332e-303,1.13050831864489e-302,"B cell"
"Psmb9",38.733532,1.4050101,3.79271800609374e-305,2.80246429739018e-304,"B cell"
"Cybb",38.63353,1.6399283,1.97246477521446e-305,1.45979171375654e-304,"B cell"
"Arhgap25",38.61468,2.5437808,4.02832839437895e-300,2.92226991460493e-299,"B cell"
"Ifi27l2a",38.588226,1.2434076,7.26496272036496e-306,5.38527934133124e-305,"B cell"
"Irf2",38.583176,1.530017,8.10835179641013e-302,5.92838043662781e-301,"B cell"
"Srpk3",38.47988,5.966333,3.6452875006594e-296,2.61712466718707e-295,"B cell"
"Cytip",38.22874,1.4848975,1.89133597156752e-298,1.36491902856931e-297,"B cell"
"Psme1",38.09454,0.9818288,8.57941303438837e-298,6.18829061399624e-297,"B cell"
"Sept6",38.0843,1.6309686,3.98345602722413e-295,2.85549389057606e-294,"B cell"
"Lrrc33",38.020393,2.0658574,1.27978787070341e-292,9.12233842706714e-292,"B cell"
"Rasgrp3",37.88024,2.7371707,6.1159913956323e-290,4.33286087626449e-289,"B cell"
"Dnajc7",37.833958,1.4069775,2.22770484942181e-291,1.58547439717797e-290,"B cell"
"H2-DMb1",37.357685,1.7440588,5.11497238912035e-286,3.57816736828866e-285,"B cell"
"BC017643",37.214363,2.0078225,4.38331599680049e-281,3.01781117663005e-280,"B cell"
"Lbh",37.111572,1.3001051,2.79035157815864e-283,1.93834752093545e-282,"B cell"
"Crlf3",37.059315,1.7134925,1.17862335362605e-279,8.07461402845881e-279,"B cell"
"Lpxn",37.039707,2.4803567,3.28462451513094e-278,2.22832640717046e-277,"B cell"
"Rgs19",36.828743,1.8015449,3.6645739313425e-276,2.48004539126004e-275,"B cell"
"Eif3e",36.82039,0.75958127,4.33025761726379e-280,2.969532822164e-279,"B cell"
"Zfp706",36.819214,0.9027285,7.01854094518974e-279,4.78243311297045e-278,"B cell"
"Cdc42",36.659966,0.6424405,1.50547734777884e-278,1.02282821661441e-277,"B cell"
"Sash3",36.633327,1.9991055,1.96244418266844e-273,1.31849350709109e-272,"B cell"
"Rcsd1",36.46599,1.8038218,2.52949970472613e-271,1.68001743270479e-270,"B cell"
"Fchsd2",36.45234,2.387825,5.36296251520185e-270,3.55006187228364e-269,"B cell"
"Traf3ip3",36.41805,2.1833417,4.26813954062039e-270,2.82667795171154e-269,"B cell"
"Erp29",36.33417,0.9895047,1.17627080449017e-271,7.83861458559485e-271,"B cell"
"Nap1l1",36.300488,0.9225513,1.5169425987203e-271,1.00943393483677e-270,"B cell"
"Fgd2",36.27312,3.4008849,1.20102953134329e-266,7.86801510862586e-266,"B cell"
"Cmah",36.2392,2.4903126,4.31025275516612e-267,2.82899710535915e-266,"B cell"
"Sh3bp5",36.218327,1.7294865,2.77060585939005e-268,1.82621231858754e-267,"B cell"
"Sfpi1",36.075855,1.5574368,5.99721260083093e-268,3.94551968885479e-267,"B cell"
"Rps15a-ps4",36.01751,0.79137945,7.86057397818254e-269,5.19103654413089e-268,"B cell"
"Bmyc",35.847446,1.6185303,3.87990272599293e-263,2.51102398180137e-262,"B cell"
"Baz1a",35.83621,1.4564095,1.87242795397694e-263,1.21293948568232e-262,"B cell"
"Grcc10",35.755547,0.7129716,9.88872786741124e-265,6.42674979655611e-264,"B cell"
"Itsn2",35.687084,1.7953546,1.86757760059685e-260,1.19478620302889e-259,"B cell"
"S1pr4",35.526207,1.9404275,2.33837828301011e-258,1.48845743382642e-257,"B cell"
"1110059E24Rik",35.480637,1.9210296,2.12631204821455e-257,1.3503827565326e-256,"B cell"
"Arpc3",35.340797,0.6919595,4.45088224394965e-260,2.84615212301438e-259,"B cell"
"Icosl",35.27288,2.6280806,8.03354119796107e-254,5.04215180418467e-253,"B cell"
"Lax1",35.226513,3.1227043,5.13635634294019e-253,3.21507269110029e-252,"B cell"
"Cd40",35.207096,2.5487697,2.81513302141885e-253,1.76529129689963e-252,"B cell"
"1300014I06Rik",35.173077,1.6042253,1.24098678966579e-254,7.81355816324625e-254,"B cell"
"Lrmp",35.09601,2.0385888,2.09182247947138e-252,1.3058412886422e-251,"B cell"
"Ncf1",35.023827,1.8620105,2.30327272623336e-252,1.43719675579985e-251,"B cell"
"B3gnt5",34.91966,4.283413,3.15242472307301e-248,1.93240442844119e-247,"B cell"
"Sbk1",34.79167,3.1355035,5.24124295301026e-247,3.19314412030003e-246,"B cell"
"1110005A03Rik",34.73851,1.2274927,5.03711040596385e-249,3.10272628147888e-248,"B cell"
"Asnsd1",34.734077,1.5387464,5.22373055077758e-248,3.19927641871424e-247,"B cell"
"Nol7",34.724243,0.96817994,1.62890007711965e-249,1.00647660779328e-248,"B cell"
"Trim34a",34.66037,2.8398597,1.39129382545567e-245,8.45034962660054e-245,"B cell"
"Wdr89",34.55922,1.1971105,1.45242799161878e-246,8.84094887246393e-246,"B cell"
"Fermt3",34.51208,1.7507323,5.9829532895059e-245,3.62439916201965e-244,"B cell"
"Ly9",34.50704,2.4133143,4.15037332325554e-244,2.50443636900912e-243,"B cell"
"Tnfaip8l2",34.405228,1.7975496,1.20790295510452e-243,7.27301775000436e-243,"B cell"
"Pld4",34.385685,1.8453696,3.27044697223876e-244,1.97432317001456e-243,"B cell"
"Gpr174",34.360645,3.103545,1.37862149413411e-241,8.25098444533145e-241,"B cell"
"6330407A03Rik",34.24419,3.2622242,7.8114468492871e-240,4.64119298288202e-239,"B cell"
"Pydc3",33.999928,2.088389,4.1572325442848e-238,2.45535995965162e-237,"B cell"
"5031414D18Rik",33.99672,4.5844355,3.88948956343748e-236,2.27216047891789e-235,"B cell"
"Yeats4",33.876175,1.3827823,4.88602826517868e-237,2.86997466158449e-236,"B cell"
"Strbp",33.6242,1.9210156,6.35553822007635e-233,3.66965771719962e-232,"B cell"
"Ncf2",33.428158,1.9142805,8.04494590141745e-231,4.61259027568502e-230,"B cell"
"B3gnt8",33.350468,2.9660542,2.14301686485124e-228,1.21717412385125e-227,"B cell"
"Fam108b",33.347904,1.725355,1.13456287910478e-229,6.4810216824036e-229,"B cell"
"Ccr6",33.342106,5.9808507,1.20654106451091e-227,6.83608390681983e-227,"B cell"
"Gng2",33.236763,1.7741399,1.97905382275304e-228,1.12450645985898e-227,"B cell"
"Ikzf3",33.216194,3.0531676,5.55340104887204e-227,3.14263804883527e-226,"B cell"
"Rpl31-ps12",33.148495,0.83378476,4.31425700406179e-229,2.45739655292734e-228,"B cell"
"Rel",33.115368,1.743769,8.06448558472252e-227,4.56179210991151e-226,"B cell"
"Stap1",32.924698,2.9961462,5.04956971860797e-223,2.81743727666299e-222,"B cell"
"Smchd1",32.904312,1.3520712,1.60619196762331e-224,9.01241369660787e-224,"B cell"
"Plcg2",32.891296,2.3641067,4.17571685534885e-223,2.33173503182155e-222,"B cell"
"Bend5",32.773724,3.3227518,5.12842873876239e-221,2.84547056485896e-220,"B cell"
"Map3k1",32.63776,1.654551,1.04126276968949e-220,5.77046935384053e-220,"B cell"
"Treml2",32.585278,2.9725823,9.56668844135004e-219,5.26186763303176e-218,"B cell"
"Cdc42se2",32.426544,1.3578975,1.23942589553807e-218,6.81170465526472e-218,"B cell"
"Cnr2",32.286495,4.371649,1.25994552506968e-214,6.80097000949785e-214,"B cell"
"Susd3",32.267143,2.576788,3.79068923726745e-215,2.05171791881805e-214,"B cell"
"Uchl3",32.115982,1.3790262,2.21077337812115e-214,1.191489593373e-213,"B cell"
"P2ry10",31.996523,2.4940586,5.40961638065673e-212,2.89420713432446e-211,"B cell"
"Tnfrsf13b",31.8399,4.379767,4.23995602817765e-209,2.23831732530379e-208,"B cell"
"Tcf3",31.657757,1.4235996,1.0352540125686e-208,5.452807835402e-208,"B cell"
"Abi3",31.61745,1.7051649,2.65489121622102e-208,1.39466945739671e-207,"B cell"
"Tfam",31.517931,1.6378161,1.04989471536336e-206,5.48015910482689e-206,"B cell"
"Gpsm3",31.488066,1.0369748,5.22995019683098e-208,2.74326061379367e-207,"B cell"
"Hck",31.484098,2.1685662,7.1630431262381e-206,3.73470874008841e-205,"B cell"
"Sesn1",31.38081,1.8128043,6.61520775282128e-205,3.44005629910441e-204,"B cell"
"Arpc5",31.201164,0.7046815,6.9495948478603e-205,3.61259558913604e-204,"B cell"
"Bcar3",31.183681,2.4522345,8.1197502588445e-202,4.18183660204863e-201,"B cell"
"Ddx54",31.170189,1.4322401,1.04345109563859e-202,5.39594454026183e-202,"B cell"
"Pdia4",31.166882,1.1077209,3.8215358117741e-203,1.97841576927138e-202,"B cell"
"Malt1",31.146366,2.4893937,2.02238723014428e-201,1.04003149726038e-200,"B cell"
"Serbp1",31.140152,0.6433745,4.26751692822868e-204,2.21341666012934e-203,"B cell"
"Map2k1",31.074255,1.4304134,1.84777850774663e-201,9.50588492473791e-201,"B cell"
"Fli1",31.032444,1.4202758,2.94248512219074e-201,1.51152529099695e-200,"B cell"
"Ctsz",30.964832,0.78451335,7.60643834858782e-202,3.91892036457036e-201,"B cell"
"Plekhj1",30.948128,0.9995735,1.24665664004727e-200,6.38040701694779e-200,"B cell"
"Was",30.94528,1.7889595,1.39600387554302e-199,7.11599046189471e-199,"B cell"
"Rasgef1b",30.914928,2.5297146,1.21112619785116e-198,6.16682070237236e-198,"B cell"
"Sf3b2",30.89172,0.82160884,2.11164757675809e-200,1.07915733906202e-199,"B cell"
"Ccdc72",30.883896,0.59183973,4.19836104558716e-201,2.15347767559392e-200,"B cell"
"Snrpe",30.791668,0.7088935,1.35589640680567e-199,6.91407834400795e-199,"B cell"
"Ccm2",30.709038,1.261865,2.79906624619772e-197,1.41693822593885e-196,"B cell"
"Supt4h1",30.697227,0.85022354,3.92723692630104e-198,1.99529435222762e-197,"B cell"
"Eif3i",30.657095,0.76733446,1.28212283436585e-197,6.49979314537764e-197,"B cell"
"Trp53i11",30.627264,1.7233076,5.25643850041626e-196,2.65030352641415e-195,"B cell"
"Psmb1",30.576532,0.61767894,5.08799422253601e-197,2.57376335653793e-196,"B cell"
"Blvrb",30.410189,1.1800648,6.76309413821981e-194,3.38909407840742e-193,"B cell"
"Chst3",30.39568,3.0210025,2.80501095900039e-192,1.39658646495867e-191,"B cell"
"Arhgap4",30.232443,2.2619507,1.26779308063604e-190,6.27183634525029e-190,"B cell"
"Atp5sl",30.219513,1.9557952,1.18631964248919e-190,5.8708694429762e-190,"B cell"
"Cct5",30.18503,0.7937801,8.41141870071513e-192,4.18347123017704e-191,"B cell"
"Tmem108",30.178122,3.0776062,1.38325240242724e-189,6.81155171354423e-189,"B cell"
"Snx8",30.126451,2.294411,2.60770407784302e-189,1.2818449317674e-188,"B cell"
"Trim12a",30.106695,1.7701923,1.36515404910525e-189,6.72480874649474e-189,"B cell"
"Ublcp1",30.104092,1.895621,2.399151119922e-189,1.17974506324388e-188,"B cell"
"Msn",30.083742,0.77155644,6.29493606188141e-191,3.11856957001605e-190,"B cell"
"Klhl6",30.053362,1.7496121,5.05295517716777e-189,2.48120596195247e-188,"B cell"
"Pold1",29.948181,2.5103106,4.71468703769778e-187,2.29727540258281e-186,"B cell"
