"names","scores","logfoldchanges","pvals","pvals_adj","group"
"LOC105873623",3.3731008,0.9183744,0.000750764307100202,0.00174852779602486,"fibroblast"
"RPRM",3.372416,3.2209089,0.000752857573414185,0.00175327341320824,"fibroblast"
"SNX32",3.370498,1.4297737,0.000757959428729006,0.00176450267010139,"fibroblast"
"LOC109729925",3.369197,3.7572405,0.000761708754564524,0.00177283802242381,"fibroblast"
"LOC105882321",3.364174,0.5997726,0.000775342748839176,0.00180377101839734,"fibroblast"
"TBX20",3.3635504,5.0671234,0.000777439610317535,0.00180811519644931,"fibroblast"
"RPS3",3.36325,0.9077412,0.000777349604555711,0.00180803932161703,"fibroblast"
"LOC109730544",3.3595917,0.8014015,0.000788314948379328,0.00183196923479294,"fibroblast"
"ALKAL2",3.3582535,0.9405553,0.000791652437517689,0.0018380500076446,"fibroblast"
"LOC105885426",3.3578074,0.65919155,0.00079336102352571,0.00184160987846409,"fibroblast"
"NRCAM",3.357744,1.7847974,0.00079375021407871,0.00184237756872236,"fibroblast"
"IGSF22",3.356119,0.56739044,0.00079815636308855,0.00185233179970223,"fibroblast"
"LOC105860470",3.3539083,2.4325721,0.000804864674407142,0.0018672125626487,"fibroblast"
"LOC105872396",3.3527389,2.9039056,0.000808292193425828,0.00187488800961826,"fibroblast"
"NEK4",3.3506207,0.68367326,0.000814182380571455,0.00188827267992242,"fibroblast"
"LOC105870147",3.3491797,0.9346782,0.000818474342145339,0.00189780764196464,"fibroblast"
"LOC105882173",3.348607,3.1607554,0.000820424335151174,0.00190204917785876,"fibroblast"
"LURAP1",3.348356,0.8494659,0.000820869815033174,0.00190294195128607,"fibroblast"
"LOC105876198",3.3480098,0.9121796,0.000821770554624075,0.00190488989962848,"fibroblast"
"LOC105860134",3.3472235,0.96093285,0.000824264733205555,0.00191053093118831,"fibroblast"
"CUNH22orf15",3.3466847,1.021647,0.000825865184792063,0.00191381820310459,"fibroblast"
"IL17RD",3.345209,0.78770864,0.000830204705244656,0.00192359144477931,"fibroblast"
"LGI4",3.3451617,1.2876537,0.000830479891182464,0.00192408756553443,"fibroblast"
"LOC105870270",3.3436408,1.0199151,0.000834971422259379,0.00193406708402343,"fibroblast"
"LOC105867334",3.3415053,1.3334357,0.000841450051749673,0.00194849883467404,"fibroblast"
"LOC105869229",3.339709,1.297766,0.000846899215270182,0.00196068680190655,"fibroblast"
"SORCS1",3.339127,1.7426815,0.000848575349743266,0.00196427862878788,"fibroblast"
"RMND1",3.3386831,0.58636004,0.00084986938013003,0.00196712953048682,"fibroblast"
"LSM11",3.3375173,0.76132125,0.000853477472019433,0.00197519072095926,"fibroblast"
"LOC105864263",3.3371518,0.68895847,0.000854594671822127,0.00197763098666594,"fibroblast"
"LOC105879887",3.3351283,0.5762918,0.000860754678585571,0.00199130096678067,"fibroblast"
"TES",3.330945,0.5477877,0.000873777096840346,0.00202068569132789,"fibroblast"
"LOC105859819",3.3300219,1.025621,0.000876073026592594,0.00202584654299912,"fibroblast"
"LOC105870906",3.3292534,1.26045,0.000879305091547448,0.00203302202300914,"fibroblast"
"ZNF23",3.3279893,0.52960736,0.000883045318598214,0.00204151991662713,"fibroblast"
"LOC105883900",3.327674,1.3934782,0.000884253725598765,0.00204401369231102,"fibroblast"
"ZFAND4",3.3270335,0.59109324,0.000886097851486469,0.0020479760289362,"fibroblast"
"LACE1",3.3258326,0.7378302,0.000889943970148851,0.00205656359042319,"fibroblast"
"DKK1",3.3248425,2.464897,0.000893256168708757,0.00206391498275605,"fibroblast"
"LOC105885107",3.3238604,1.5253122,0.000896425729193085,0.00207108654503189,"fibroblast"
"CHRNA10",3.3238425,2.5756154,0.00089657206772314,0.00207127276793668,"fibroblast"
"LOC105869989",3.3225513,0.9747875,0.00090053267013133,0.00207966020984815,"fibroblast"
"LOC105881040",3.3192847,1.3547575,0.000911148782842547,0.00208901891861936,"fibroblast"
"GCK",3.3176785,1.0340763,0.00091629820637768,0.00210051947506398,"fibroblast"
"NPAS3",3.3149564,1.6716149,0.000925392108435781,0.00212105768129068,"fibroblast"
"RPUSD1",3.3146515,0.5804141,0.000926169107573233,0.00212268420210394,"fibroblast"
"BCAN",3.3136978,1.2685384,0.000929504583791787,0.00213001890405058,"fibroblast"
"LRRC72",3.3129778,0.9331996,0.000931824726254392,0.00213518037230381,"fibroblast"
"KIF27",3.3122947,0.8497926,0.000934026868257565,0.00214007072367129,"fibroblast"
"LOC105876665",3.3012018,0.52469784,0.000971577329356719,0.00222432827658947,"fibroblast"
"OSCP1",3.299631,0.7637975,0.000977073647068306,0.00223658652709591,"fibroblast"
"LOC105860514",3.299182,1.6169678,0.000978827993860156,0.00224027684016414,"fibroblast"
"C5H11orf97",3.298934,3.0880346,0.000979816462563501,0.00224221344461568,"fibroblast"
"ZC3H12B",3.2964022,3.5503914,0.000988681020930902,0.00226200626550333,"fibroblast"
"SS18L1",3.2935154,0.77212304,0.000998538408058385,0.00228389566634086,"fibroblast"
"LOC105872990",3.2915003,0.81441885,0.0010057038330094,0.00229961698652345,"fibroblast"
"GNAT1",3.291328,1.9157058,0.00100653413791724,0.00230134853433237,"fibroblast"
"LOC105866854",3.291165,1.560185,0.00100705740414051,0.0023023778658441,"fibroblast"
"SH3BGRL",3.2879941,0.8087093,0.0010183023118699,0.00232724215164349,"fibroblast"
"TOX2",3.2876568,0.7272154,0.0010193821638312,0.00232937215172654,"fibroblast"
"LOC109729766",3.2868211,4.026788,0.00102287356157334,0.00233667244628539,"fibroblast"
"LOC105880421",3.28594,1.9269737,0.00102591519981154,0.00234328104609364,"fibroblast"
"PPFIBP2",3.2831497,0.53148735,0.00103566442011578,0.00236503480311843,"fibroblast"
"CCL19",3.2830045,3.2918718,0.00103675277997255,0.00236734860092434,"fibroblast"
"LOC105872475",3.2807436,1.1767259,0.0010448247583863,0.00238526179626096,"fibroblast"
"LOC105881698",3.2799919,3.3538146,0.00104783616843374,0.00239196332907185,"fibroblast"
"GALNT16",3.279625,4.2190757,0.00104924219963101,0.00239482596654644,"fibroblast"
"PIK3IP1",3.2782037,1.0614597,0.00105422585192984,0.00240550382855074,"fibroblast"
"SPATA5",3.2751527,0.55227053,0.00106553678620952,0.00243008096385898,"fibroblast"
"LOC105878063",3.2746582,0.8925104,0.00106746310724389,0.00243412180099492,"fibroblast"
"CDKL5",3.2746332,1.494334,0.00106767974841523,0.00243443962608116,"fibroblast"
"LOC105873672",3.2720194,1.283993,0.0010775567814114,0.0024564271903843,"fibroblast"
"TPRG1",3.2687438,4.1410666,0.00109030433095702,0.00248512725434931,"fibroblast"
"MANEAL",3.2677832,1.8133876,0.00109383438468806,0.00249263235894525,"fibroblast"
"IL12A",3.2669706,3.260273,0.00109713884106604,0.00249980097932966,"fibroblast"
"LRRC24",3.2663689,0.85589325,0.00109909398911653,0.00250353159134481,"fibroblast"
"OTUD7A",3.266272,1.7328955,0.00109964405614636,0.00250460348164781,"fibroblast"
"LOC105866637",3.2643359,3.2850878,0.00110734057555837,0.00252158662970794,"fibroblast"
"PDE1B",3.2635005,0.7178226,0.00111020504068515,0.00252737884740615,"fibroblast"
"LOC105878742",3.2630274,0.9408878,0.00111213205512338,0.00253139990788721,"fibroblast"
"EFNA5",3.2606359,1.2565548,0.00112139935831618,0.00255120378203499,"fibroblast"
"LOC105875256",3.2580955,2.2325096,0.00113183350515275,0.00257456987538681,"fibroblast"
"LOC105862398",3.25663,2.093337,0.00113764405912583,0.00258685333470418,"fibroblast"
"ATP6V1E2",3.2551184,5.6783776,0.00114386022380079,0.00259967482629392,"fibroblast"
"TMEM257",3.2551184,5.6783776,0.00114386022380079,0.00259967482629392,"fibroblast"
"MCC",3.2546465,1.4249816,0.00114550440160029,0.002602848358695,"fibroblast"
"ACTL7B",3.2543652,1.8882128,0.0011467013104064,0.00260538012616061,"fibroblast"
"KCNC4",3.2540612,1.023418,0.0011475337698684,0.00260708353556733,"fibroblast"
"WFIKKN2",3.252238,4.5001593,0.00115547105593037,0.00262473776233221,"fibroblast"
"TENM4",3.2502291,1.0505924,0.00116321933700443,0.00264195762197597,"fibroblast"
"LOC105860863",3.250087,1.2432183,0.00116392562786828,0.00264337124178332,"fibroblast"
"LOC105868956",3.2494388,1.2432183,0.00116656550651731,0.00264917567890839,"fibroblast"
"LOC105868833",3.2483664,1.174337,0.00117097314329555,0.00265899342549002,"fibroblast"
"LOC105876998",3.2441072,5.4559817,0.00118887558095272,0.00269847865438981,"fibroblast"
"TRIM65",3.243577,1.2393996,0.00119077436601856,0.00270239912841248,"fibroblast"
"POMGNT2",3.2428575,0.6095732,0.00119356161847323,0.0027085295669048,"fibroblast"
"LOC105882083",3.240588,1.0034994,0.00120325292849737,0.0027297355118456,"fibroblast"
"LOC105883514",3.2363005,0.8997797,0.00122139808286694,0.00276970364829467,"fibroblast"
"LOC109730009",3.2330976,5.263332,0.0012355179441626,0.00280011040082136,"fibroblast"
"LOC105884282",3.2322009,1.1052823,0.00123898854778378,0.0028075721073081,"fibroblast"
"TMEM38B",3.2316136,0.5833566,0.00124145038532849,0.00281274611284355,"fibroblast"
"CATSPERB",3.2312028,2.1946862,0.00124353609704645,0.00281726911718698,"fibroblast"
"LOC105870606",3.2298837,1.682676,0.00124924223996716,0.00282999307923828,"fibroblast"
"LOC105860476",3.2293928,1.1022788,0.00125122641972287,0.0028342842026634,"fibroblast"
"LOC105864140",3.2260191,3.256611,0.00126631775107339,0.00286764453202324,"fibroblast"
"LOC105863285",3.2241457,1.0359881,0.00127432214165609,0.00288535616279404,"fibroblast"
"LOC105878054",3.2231169,0.7421381,0.0012788026009359,0.00289508486513071,"fibroblast"
"LOC105869208",3.222001,1.6097816,0.00128399409914857,0.00290662907321448,"fibroblast"
"MAP7D2",3.2192967,0.7775657,0.00129577048011629,0.00293244502319789,"fibroblast"
"NCOA3",3.2176054,0.5171544,0.00130345471023106,0.00294919965996486,"fibroblast"
"POMT2",3.2168255,1.4502217,0.00130726077564663,0.00295759889278736,"fibroblast"
"LOC109730076",3.216458,3.8039973,0.00130919445853557,0.00296154843807864,"fibroblast"
"LOC105880996",3.2156956,1.6689217,0.00131248799674414,0.0029687856632743,"fibroblast"
"LOC105864509",3.2110822,4.9413934,0.00133389635190395,0.00301612774683471,"fibroblast"
"LOC105874284",3.211082,0.64642745,0.00133338798839169,0.00301541104760166,"fibroblast"
"BET1L",3.2110603,1.0933058,0.0013336130646151,0.003015703606499,"fibroblast"
"ZC3H8",3.2099192,0.61861736,0.0013387641180377,0.00302691723559486,"fibroblast"
"FAM117B",3.2089138,0.5227778,0.00134343469344278,0.00303442894306011,"fibroblast"
"RPGRIP1L",3.2060297,0.62071514,0.00135693051503726,0.00306447273497054,"fibroblast"
"ZNF283",3.2053883,0.72249556,0.00136005777424117,0.00307131515864438,"fibroblast"
"ATL1",3.205126,1.6717628,0.00136147675142766,0.00307429919454881,"fibroblast"
"LOC105862401",3.201084,1.7286295,0.00138070471810394,0.00311704699883477,"fibroblast"
"LOC105869135",3.2001314,0.58052576,0.00138495998402903,0.00312575776353919,"fibroblast"
"MARCH9",3.198819,0.547933,0.00139125027301616,0.00313972961269633,"fibroblast"
"TRIM69",3.195849,1.310061,0.00140581416405133,0.00317146119389227,"fibroblast"
"LOC105856942",3.1910758,1.0537711,0.00142916228370241,0.00322321053590861,"fibroblast"
"LOC105862658",3.1895883,1.4286599,0.00143657624023742,0.00323877223480544,"fibroblast"
"CCDC110",3.189072,4.678347,0.0014394357498948,0.00324498683862311,"fibroblast"
"TRAM1L1",3.1863546,2.0202122,0.00145277870946459,0.00327436368787694,"fibroblast"
"LOC105855279",3.1847303,0.7867402,0.00146068288650132,0.00329147229283918,"fibroblast"
"KIF25",3.1831448,2.7535305,0.00146905031849483,0.00330961722332716,"fibroblast"
"PNPLA4",3.1790707,0.5148971,0.00148926896762559,0.00335396868707846,"fibroblast"
"LOC109729458",3.1784363,0.5941152,0.00149248708271605,0.00336097594977844,"fibroblast"
"CROT",3.1753619,0.8347264,0.00150851969853464,0.00339586677010273,"fibroblast"
"LOC105882079",3.1752667,1.8926034,0.00150930570185217,0.00339739343903844,"fibroblast"
"THNSL1",3.174266,1.1447581,0.00151431954516422,0.00340843592746477,"fibroblast"
"LOC105869897",3.1740296,3.5815773,0.00151589556220046,0.00341173951924103,"fibroblast"
"LOC105873486",3.172075,0.67936796,0.00152565203834798,0.00343296222783021,"fibroblast"
"ZFP30",3.1712587,0.741436,0.00152996397480141,0.00344241894330318,"fibroblast"
"SHROOM4",3.170162,0.63795084,0.00153554447835979,0.00345472838048116,"fibroblast"
"LOC105864186",3.1688066,1.0109559,0.00154294802072599,0.00347064171795083,"fibroblast"
"LOC105876848",3.1685445,2.8662758,0.00154469473316238,0.0034743226745102,"fibroblast"
"FAM185A",3.167917,0.83214647,0.00154760495281174,0.00348061987567061,"fibroblast"
"LOC105857252",3.1677935,2.098414,0.00154853398644701,0.00348246073648983,"fibroblast"
"LOC105865718",3.167067,4.455942,0.0015526011458604,0.00349110893491152,"fibroblast"
"LOC105886091",3.1661065,0.9252486,0.00155731299356919,0.00349528569424572,"fibroblast"
"LOC105862244",3.1660397,0.90713334,0.00155766205137671,0.00349528569424572,"fibroblast"
"LOC105882746",3.165265,1.786689,0.00156199939025689,0.00349528569424572,"fibroblast"
"LOC109729385",3.1544178,1.5010921,0.00162102091951519,0.00361682114098599,"fibroblast"
"MPI",3.15414,0.5121267,0.00162225670945451,0.00361932214530922,"fibroblast"
"LOC105874676",3.1529946,3.4820278,0.00162916627370568,0.00363422301721715,"fibroblast"
"MAB21L1",3.1501434,3.3262436,0.00164510966159322,0.0036687494038602,"fibroblast"
"GAS8",3.1500928,0.9373971,0.00164497193812893,0.00366870192514895,"fibroblast"
"LOC105873544",3.1492822,0.8696179,0.0016495267645164,0.0036780793166193,"fibroblast"
"LOC105879831",3.1485121,1.1201011,0.00165397550649063,0.00368773805788375,"fibroblast"
"LOC105859146",3.1483328,1.6891903,0.0016550746559228,0.00368992763981259,"fibroblast"
"LOC105865244",3.1450672,4.2632837,0.00167388333273514,0.00373080497497004,"fibroblast"
"LOC105869618",3.144676,0.90754974,0.00167564584988421,0.00373420504165794,"fibroblast"
"LOC105869294",3.143033,2.2344363,0.00168537264429954,0.00375535016259347,"fibroblast"
"LOC105871702",3.1428316,0.799919,0.00168634990173587,0.00375726198937884,"fibroblast"
"LOC105884273",3.1428154,3.434715,0.00168673906278651,0.00375786333375806,"fibroblast"
"CNR1",3.1409802,4.3638573,0.00169736045880811,0.00378099191916471,"fibroblast"
"FGD6",3.1390445,0.7352255,0.00170792085096529,0.00380397809380543,"fibroblast"
"C8H2orf88",3.1363025,1.8740789,0.00172442796562444,0.00383992938295835,"fibroblast"
"ZNF696",3.1352654,0.6972014,0.00173011593462461,0.00385232301491674,"fibroblast"
"LOC105881972",3.13465,1.1759756,0.00173390928588137,0.00386022381748293,"fibroblast"
"GIN1",3.1335156,0.6654981,0.00174045836849415,0.00387453036123231,"fibroblast"
"LOC105879534",3.1334999,1.6734087,0.00174083272455564,0.00387508995535313,"fibroblast"
"PPP1R27",3.1324606,1.6059442,0.00174690759137595,0.00388806324056401,"fibroblast"
"LOC109730776",3.1300826,1.2665317,0.00176106300611966,0.00391846156767349,"fibroblast"
"COL21A1",3.129322,2.3528092,0.00176581896546889,0.00392821164804852,"fibroblast"
"LOC105879442",3.1255262,1.3804005,0.00178858284251858,0.0039777284574335,"fibroblast"
"AADAC",3.1236424,2.3528092,0.00180006380530824,0.00400213169922786,"fibroblast"
"SERPINI1",3.1228302,0.66988087,0.00180468818219599,0.00401213010180015,"fibroblast"
"LOC105855770",3.1193194,1.4153715,0.00182656026341568,0.00405846465975351,"fibroblast"
"DIRAS1",3.1192663,1.2622498,0.00182676558203879,0.0040586346583317,"fibroblast"
"LOC109729786",3.1137547,1.1933964,0.0018611651186834,0.00413331348495878,"fibroblast"
"LOC105884429",3.113227,0.9074631,0.00186442935504614,0.00413997917886883,"fibroblast"
"ANKRD50",3.1125395,0.6075536,0.00186856769437011,0.00414858367262597,"fibroblast"
"COL28A1",3.111789,1.420851,0.00187355906904224,0.00415937241643429,"fibroblast"
"LOC105860833",3.1071599,4.0881953,0.00190352224356753,0.00422470116028523,"fibroblast"
"LOC105868555",3.1061063,1.0814276,0.00190986591020388,0.00423818332027706,"fibroblast"
"LOC105877758",3.1045473,0.76033235,0.0019197417107706,0.00425919881458041,"fibroblast"
"NOL4",3.1045113,2.1749067,0.00192037731774501,0.00426030901252041,"fibroblast"
"LOC105872699",3.1032658,2.8703332,0.0019286311995463,0.00427801763227767,"fibroblast"
"RPA4",3.101146,0.6681128,0.00194193156683879,0.00430630739246417,"fibroblast"
"LOC105870130",3.0980618,3.6972537,0.00196275990894639,0.00435218873828233,"fibroblast"
"SLC24A3",3.0966017,0.8635508,0.00197189803060581,0.00437183612766384,"fibroblast"
"ZKSCAN2",3.0951397,2.5453584,0.00198202550939863,0.0043936711534854,"fibroblast"
"CX3CL1",3.0920653,0.8780706,0.00200193363904654,0.00443561824293069,"fibroblast"
"COQ3",3.092055,0.64645565,0.00200224329865872,0.00443599241298254,"fibroblast"
"LIN52",3.084966,0.55533177,0.00205038375009693,0.00454009427841211,"fibroblast"
"LOC105885177",3.0832436,2.4645414,0.0020628061523652,0.00456695889930265,"fibroblast"
"PMEL",3.0815473,3.25459,0.00207469944209735,0.00459167694886882,"fibroblast"
"LIN7A",3.0797372,3.179416,0.00208724012647196,0.00461878286010288,"fibroblast"
"KIF5A",3.0791013,1.3850613,0.00209139584104348,0.00462732894848951,"fibroblast"
"COLEC11",3.079099,3.803812,0.00209174875085655,0.00462778481889755,"fibroblast"
"LOC109731377",3.0790448,2.7112038,0.00209205317025772,0.00462813335263993,"fibroblast"
"ARMCX5",3.0774717,0.64873576,0.00210255081948205,0.00464972443648653,"fibroblast"
"LOC109729730",3.0764327,1.4830512,0.00211018974763873,0.00466629017884404,"fibroblast"
"LOC105882782",3.0756066,0.51604056,0.00211563137212687,0.00467799501083126,"fibroblast"
"LOC105870311",3.0755768,2.7765121,0.00211646597658288,0.00467918372552272,"fibroblast"
"ZNF804B",3.0753427,2.6605778,0.00211814728452237,0.00468257228569533,"fibroblast"
"LOC105881339",3.074933,1.1052823,0.00212070698240215,0.00468790208422263,"fibroblast"
"LOC105859220",3.0729914,1.3418622,0.00213463433183255,0.00471802701751626,"fibroblast"
"LOC105856388",3.0719154,1.1150018,0.00214213856527998,0.00473394894469117,"fibroblast"
"KIAA1614",3.0716646,0.9738471,0.00214392472477403,0.00473756393526229,"fibroblast"
"GNRH1",3.0704803,2.7112038,0.00215265890797675,0.00475519696658998,"fibroblast"
"LOC105881354",3.0702019,0.65993804,0.00215424361075935,0.00475836396294541,"fibroblast"
"IL17RB",3.0686035,0.56481606,0.00216567353472159,0.00478260494852414,"fibroblast"
"LOC105858079",3.0644362,1.2592356,0.00219638405782451,0.00484906567250507,"fibroblast"
"LOC105881664",3.0619652,1.335422,0.00221455495683965,0.00488849741733645,"fibroblast"
"SLC29A2",3.0600471,1.6044494,0.0022287837073859,0.00491921727626943,"fibroblast"
"LOC105870825",3.0598507,1.6752353,0.00223031883765913,0.00492226071694344,"fibroblast"
"GUCY1A3",3.0568447,0.548763,0.00225193802717243,0.00496858170283425,"fibroblast"
"TRAPPC3L",3.056763,3.6782675,0.00225363008289433,0.0049719668311103,"fibroblast"
"LOC105854894",3.0524368,1.9974129,0.00228612375509167,0.00503695359759342,"fibroblast"
"LOC105876995",3.052407,0.8191383,0.00228594338263195,0.00503690839463987,"fibroblast"
"LOC105885152",3.05227,1.2883812,0.00228716507347995,0.00503889556008109,"fibroblast"
"ZNF319",3.051354,0.5054122,0.00229380615731721,0.00505317333502818,"fibroblast"
"LOC105880255",3.0504303,0.5095965,0.00230083803400679,0.0050679556528151,"fibroblast"
"ITGB1BP2",3.049247,2.0555668,0.00231047764720225,0.00508812134370253,"fibroblast"
"TCHP",3.0466998,0.56035566,0.00232955913225826,0.00512906706018626,"fibroblast"
"ZNF558",3.046096,0.66321987,0.00233429869447012,0.00513914320598512,"fibroblast"
"LOC105860092",3.04546,1.9492399,0.00233963754515306,0.0051501774074492,"fibroblast"
"LOC105860160",3.0450344,1.9364104,0.00234302891761671,0.00515728244255571,"fibroblast"
"LOC105871354",3.0420058,1.4124483,0.00236642075922563,0.00520804300498989,"fibroblast"
"LOC109729571",3.0358768,0.7742842,0.00241473393829095,0.00531288678595138,"fibroblast"
"BBS12",3.0354137,0.8923845,0.00241841654423948,0.00532024623978509,"fibroblast"
"CPXM2",3.0352418,2.6715143,0.00242031611038018,0.00532405335953429,"fibroblast"
"LOC105877742",3.0341449,0.8061212,0.00242860073344618,0.00534190439861471,"fibroblast"
"LOC109731380",3.0334806,2.0627394,0.00243433585606737,0.00535339813573609,"fibroblast"
"LOC105871026",3.0312755,1.5748261,0.00245203828393901,0.00539082293389857,"fibroblast"
"LOC105867872",3.030991,1.3559142,0.00245427347923576,0.00539460781703798,"fibroblast"
"ZSCAN22",3.0276532,4.540644,0.00248190682496271,0.00545382538166888,"fibroblast"
"CRABP1",3.0267138,2.6424963,0.00248957963065967,0.00546992291907506,"fibroblast"
"LOC105861695",3.0266356,1.0118576,0.00248953677699891,0.00546992291907506,"fibroblast"
"AXDND1",3.0252688,0.88802475,0.00250084638135746,0.00549391122012078,"fibroblast"
"LOC105856940",3.0239813,0.94763213,0.00251154650802749,0.005515879202721,"fibroblast"
"AP3B2",3.0231893,2.34491,0.00251854574240709,0.00553086547236583,"fibroblast"
"ZNF783",3.0219212,1.3506321,0.00252878756466539,0.00555219617971165,"fibroblast"
"LOC105875097",3.0211086,1.553577,0.00253571222350557,0.00556662415177572,"fibroblast"
"LOC109729767",3.0206513,1.6965624,0.00253960698195238,0.00557478587113957,"fibroblast"
"LOC105872869",3.0195572,1.914453,0.00254875740402709,0.00559448255266385,"fibroblast"
"SULT4A1",3.018404,1.5024974,0.00255828132482909,0.00561421411506059,"fibroblast"
"NTM",3.0133104,3.2950923,0.00260190732577156,0.00570717006110241,"fibroblast"
"NPAS1",3.0128257,3.4558473,0.00260605024030451,0.00571585946135004,"fibroblast"
"ODF2L",3.010599,0.64914083,0.00262450148577161,0.0057547263267347,"fibroblast"
"LOC105862127",3.0103252,1.1774147,0.00262715834712404,0.00576015116272572,"fibroblast"
"LOC105858097",3.0086305,1.4776338,0.00264143042397917,0.00579063739157864,"fibroblast"
"DTX4",3.0069478,1.4263963,0.0026565049143683,0.00582287397195343,"fibroblast"
"LOC105857083",3.006198,2.9293883,0.00266334457464246,0.00583745994730171,"fibroblast"
"ZNF112",3.0037608,0.7704111,0.00268413697700885,0.00586953562589536,"fibroblast"
"LOC105863398",3.0024743,0.57317966,0.00269535802038222,0.00586953562589536,"fibroblast"
"LOC105876634",3.001879,1.1872673,0.00270090257618388,0.00587239437434294,"fibroblast"
"LOC105880025",2.9995384,1.5457977,0.00272183351017984,0.0059154539986382,"fibroblast"
"CHRNA1",2.99821,2.6048222,0.0027340447686652,0.00594158332408246,"fibroblast"
"NRG2",2.9955652,0.92000484,0.00275716533884484,0.00599100218341233,"fibroblast"
"LOC105882171",2.995368,0.63766664,0.00275888222939726,0.0059943194156722,"fibroblast"
"LOC109730291",2.994741,1.3296945,0.00276482734254125,0.00600650692334259,"fibroblast"
"NHS",2.994363,0.65448475,0.00276750179981241,0.00601180380629364,"fibroblast"
"TNFSF11",2.9930243,2.5841303,0.00278079820093718,0.00604027095776434,"fibroblast"
"LOC105857442",2.9926896,2.1931486,0.00278372584390885,0.0060453799445671,"fibroblast"
"LOC105860699",2.991488,0.7398581,0.00279379271325501,0.00606640580262919,"fibroblast"
"LOC109730137",2.991214,3.3562977,0.00279729253556594,0.00607316822870167,"fibroblast"
"LOC105862798",2.9910734,1.37287,0.00279816662567913,0.0060746473893154,"fibroblast"
"LOC105858603",2.9882722,0.90106314,0.00282369167987039,0.00612879390652587,"fibroblast"
"SUCNR1",2.9879282,1.2650764,0.00282706017365455,0.00613568253283381,"fibroblast"
"LOC105874805",2.9871933,2.1411276,0.00283408415461515,0.00615007972643034,"fibroblast"
"LOC105874669",2.9868643,1.32496,0.00283701523449013,0.00615601632281175,"fibroblast"
"LOC105864494",2.9858081,0.8841068,0.00284650508883958,0.00617618295305374,"fibroblast"
"LOC105854883",2.985163,3.1825964,0.00285308683907069,0.00619003740358592,"fibroblast"
"GPR62",2.9835837,1.5314993,0.00286747299917224,0.00621868034489078,"fibroblast"
"PPAT",2.9833765,0.8440766,0.00286911785082675,0.00622139111979217,"fibroblast"
"LOC105868769",2.9821346,1.2423602,0.00288093279210163,0.00624529145829585,"fibroblast"
"SOBP",2.9802344,3.308985,0.00289928398302852,0.0062837762430352,"fibroblast"
"LOC105864867",2.979509,1.6577976,0.00290586199376891,0.00629759994233886,"fibroblast"
"LOC105871541",2.9792356,2.3075814,0.00290858884333454,0.00630307605671445,"fibroblast"
"LOC105857547",2.9780712,0.5154686,0.00291891241532073,0.00632457786372857,"fibroblast"
"TRHDE",2.9776018,2.3075814,0.00292405769883033,0.00633485520025062,"fibroblast"
"SLC38A7",2.9770114,0.5817555,0.00292895992715571,0.0063441670684505,"fibroblast"
"ZFP28",2.9736247,0.61369115,0.00296149685060644,0.0064124384459702,"fibroblast"
"KCNJ14",2.9735358,5.263332,0.0029632754122267,0.00641540778918861,"fibroblast"
"NKX3-2",2.9735358,5.263332,0.0029632754122267,0.00641540778918861,"fibroblast"
"ALPK3",2.9730263,1.361758,0.002967567627701,0.00642425890630237,"fibroblast"
"LOC105875096",2.972551,0.7642686,0.00297199603071704,0.00643251977825686,"fibroblast"
"LOC105861068",2.9714353,0.79136205,0.00298283675448779,0.00645465306621494,"fibroblast"
"ATP2B3",2.9703012,1.9712664,0.00299424478642077,0.00647889431227387,"fibroblast"
"C7H12orf66",2.970073,0.5553405,0.0029958385579592,0.00648145269999563,"fibroblast"
"LOC105874748",2.967803,2.7288613,0.00301878604652139,0.00652975420744439,"fibroblast"
"LOC105872739",2.9676785,0.8041047,0.00301939889750636,0.006530631511637,"fibroblast"
"ZNF454",2.9635344,0.67823344,0.00306022290728966,0.00661665844958416,"fibroblast"
"NOV",2.9632773,3.788273,0.00306360252081357,0.00662351117252058,"fibroblast"
"LOC105867570",2.9612439,1.9586593,0.00308350926696021,0.00666517757375655,"fibroblast"
"LOC105875848",2.9611094,1.2592356,0.00308467603760487,0.00666724223274057,"fibroblast"
"HRC",2.9610164,1.2668424,0.00308550182113017,0.00666856964688871,"fibroblast"
"ANKS6",2.9605663,0.60912186,0.00308973434416134,0.00667725922154867,"fibroblast"
"PRDM15",2.9586673,1.0316141,0.0031090123013722,0.00671707820926608,"fibroblast"
"STX19",2.9563272,1.4502103,0.00313274647826447,0.00676742827256513,"fibroblast"
"LOC105871111",2.953603,1.814013,0.00316059756263768,0.00682338256945192,"fibroblast"
"LOC105874817",2.9523711,1.5567466,0.00317323615182081,0.00684926002930004,"fibroblast"
"NAV2",2.9512074,0.5039559,0.00318456279508791,0.00687229567224334,"fibroblast"
"LIPC",2.9499788,1.1591251,0.00319749699734978,0.00689926267818217,"fibroblast"
"LOC105862403",2.9490685,1.8255867,0.00320729799952159,0.00691898895432875,"fibroblast"
"ZBTB49",2.9487638,0.56470245,0.00320990358520604,0.00692413582982524,"fibroblast"
"NHLRC3",2.9479606,0.5829391,0.00321830024316555,0.00694177316278089,"fibroblast"
"EFNB3",2.9475176,2.0463214,0.00322347130172228,0.0069521221260854,"fibroblast"
"ADHFE1",2.9465413,1.045913,0.00323325289846415,0.00697163933331328,"fibroblast"
"LOC105861542",2.9451404,1.5641041,0.00324809028117322,0.00700315291292506,"fibroblast"
