"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"ENSG00000130635",0,4.93958445509139,0.528,0.043,0,"fibroblast","ENSG00000130635"
"ENSG00000188257",0,4.82380502063524,0.733,0.044,0,"fibroblast","ENSG00000188257"
"ENSG00000166147",0,4.78987114601586,0.845,0.077,0,"fibroblast","ENSG00000166147"
"ENSG00000126218",0,4.7069491997262,0.562,0.031,0,"fibroblast","ENSG00000126218"
"ENSG00000164920",0,4.69124966677186,0.521,0.03,0,"fibroblast","ENSG00000164920"
"ENSG00000168542",0,4.62662417193138,0.851,0.064,0,"fibroblast","ENSG00000168542"
"ENSG00000168079",0,4.60135141969412,0.763,0.043,0,"fibroblast","ENSG00000168079"
"ENSG00000168477",0,4.40269740464267,0.665,0.052,0,"fibroblast","ENSG00000168477"
"ENSG00000112936",0,4.35054206663974,0.558,0.041,0,"fibroblast","ENSG00000112936"
"ENSG00000174348",0,4.34951821346902,0.762,0.04,0,"fibroblast","ENSG00000174348"
"ENSG00000165124",0,4.28676399058425,0.64,0.035,0,"fibroblast","ENSG00000165124"
"ENSG00000077942",0,4.2603001194135,0.939,0.098,0,"fibroblast","ENSG00000077942"
"ENSG00000170801",0,4.25319886324261,0.604,0.038,0,"fibroblast","ENSG00000170801"
"ENSG00000143196",0,4.2319371438973,0.523,0.033,0,"fibroblast","ENSG00000143196"
"ENSG00000139329",0,4.21013902068941,0.881,0.048,0,"fibroblast","ENSG00000139329"
"ENSG00000162576",0,4.18944247344756,0.816,0.054,0,"fibroblast","ENSG00000162576"
"ENSG00000064205",0,4.12784052429424,0.673,0.054,0,"fibroblast","ENSG00000064205"
"ENSG00000184347",0,4.08057122317529,0.562,0.049,0,"fibroblast","ENSG00000184347"
"ENSG00000164692",0,4.07146403947353,0.943,0.08,0,"fibroblast","ENSG00000164692"
"ENSG00000154736",0,4.05789074211771,0.548,0.041,0,"fibroblast","ENSG00000154736"
"ENSG00000162878",0,4.03516985722243,0.517,0.053,0,"fibroblast","ENSG00000162878"
"ENSG00000133083",0,4.03291564473919,0.678,0.042,0,"fibroblast","ENSG00000133083"
"ENSG00000197614",0,4.01532213285691,0.72,0.044,0,"fibroblast","ENSG00000197614"
"ENSG00000166482",0,3.98977127003294,0.788,0.055,0,"fibroblast","ENSG00000166482"
"ENSG00000143387",0,3.9856876958958,0.761,0.06,0,"fibroblast","ENSG00000143387"
"ENSG00000017427",0,3.98192823830926,0.726,0.063,0,"fibroblast","ENSG00000017427"
"ENSG00000087245",0,3.96663851777531,0.935,0.075,0,"fibroblast","ENSG00000087245"
"ENSG00000116774",0,3.90297071488481,0.815,0.052,0,"fibroblast","ENSG00000116774"
"ENSG00000167779",0,3.87275582747645,0.923,0.123,0,"fibroblast","ENSG00000167779"
"ENSG00000154258",0,3.85115694754707,0.643,0.041,0,"fibroblast","ENSG00000154258"
"ENSG00000104332",0,3.84031237039275,0.579,0.074,0,"fibroblast","ENSG00000104332"
"ENSG00000162733",0,3.82647382504184,0.75,0.071,0,"fibroblast","ENSG00000162733"
"ENSG00000154175",0,3.81634719735332,0.697,0.055,0,"fibroblast","ENSG00000154175"
"ENSG00000163520",0,3.81552123722408,0.856,0.074,0,"fibroblast","ENSG00000163520"
"ENSG00000111799",0,3.81129456723166,0.642,0.054,0,"fibroblast","ENSG00000111799"
"ENSG00000163430",0,3.80532146985546,0.915,0.123,0,"fibroblast","ENSG00000163430"
"ENSG00000124212",0,3.74903945801824,0.64,0.054,0,"fibroblast","ENSG00000124212"
"ENSG00000154856",0,3.70860147392331,0.54,0.059,0,"fibroblast","ENSG00000154856"
"ENSG00000106333",0,3.68427241456142,0.779,0.064,0,"fibroblast","ENSG00000106333"
"ENSG00000101000",0,3.6713356487557,0.519,0.064,0,"fibroblast","ENSG00000101000"
"ENSG00000049540",0,3.67086321795376,0.6,0.061,0,"fibroblast","ENSG00000049540"
"ENSG00000159403",0,3.64747895416193,0.962,0.13,0,"fibroblast","ENSG00000159403"
"ENSG00000116132",0,3.63520528033277,0.761,0.059,0,"fibroblast","ENSG00000116132"
"ENSG00000189184",0,3.61666465247196,0.521,0.031,0,"fibroblast","ENSG00000189184"
"ENSG00000136859",0,3.6100041639586,0.5,0.039,0,"fibroblast","ENSG00000136859"
"ENSG00000115380",0,3.56708034239936,0.833,0.094,0,"fibroblast","ENSG00000115380"
"ENSG00000101955",0,3.55691018231471,0.737,0.069,0,"fibroblast","ENSG00000101955"
"ENSG00000204262",0,3.52107630519835,0.675,0.057,0,"fibroblast","ENSG00000204262"
"ENSG00000118849",0,3.51771649829153,0.52,0.077,0,"fibroblast","ENSG00000118849"
"ENSG00000011028",0,3.50766205738897,0.619,0.072,0,"fibroblast","ENSG00000011028"
"ENSG00000182326",0,3.48383737649751,0.965,0.107,0,"fibroblast","ENSG00000182326"
"ENSG00000132386",0,3.47448585116065,0.946,0.145,0,"fibroblast","ENSG00000132386"
"ENSG00000197766",0,3.44120564337322,0.893,0.24,0,"fibroblast","ENSG00000197766"
"ENSG00000187955",0,3.43744584302002,0.525,0.037,0,"fibroblast","ENSG00000187955"
"ENSG00000104213",0,3.43300111876162,0.609,0.037,0,"fibroblast","ENSG00000104213"
"ENSG00000011465",0,3.4250893635843,0.982,0.081,0,"fibroblast","ENSG00000011465"
"ENSG00000125730",0,3.42060179245483,0.864,0.127,0,"fibroblast","ENSG00000125730"
"ENSG00000152377",0,3.39963510162998,0.702,0.049,0,"fibroblast","ENSG00000152377"
"ENSG00000143369",0,3.36926691674608,0.621,0.066,0,"fibroblast","ENSG00000143369"
"ENSG00000139910",0,3.34800258827605,0.742,0.073,0,"fibroblast","ENSG00000139910"
"ENSG00000164294",0,3.34112833704369,0.531,0.056,0,"fibroblast","ENSG00000164294"
"ENSG00000140285",0,3.31839433870736,0.701,0.048,0,"fibroblast","ENSG00000140285"
"ENSG00000196616",0,3.29805839211322,0.83,0.061,0,"fibroblast","ENSG00000196616"
"ENSG00000205221",0,3.29374671573114,0.643,0.04,0,"fibroblast","ENSG00000205221"
"ENSG00000154262",0,3.27402481075766,0.684,0.058,0,"fibroblast","ENSG00000154262"
"ENSG00000138080",0,3.26186451642876,0.525,0.044,0,"fibroblast","ENSG00000138080"
"ENSG00000157227",0,3.24823149628663,0.654,0.124,0,"fibroblast","ENSG00000157227"
"ENSG00000106538",0,3.2189418025562,0.765,0.111,0,"fibroblast","ENSG00000106538"
"ENSG00000144476",0,3.19487401494245,0.582,0.095,0,"fibroblast","ENSG00000144476"
"ENSG00000189129",0,3.19061865473437,0.855,0.101,0,"fibroblast","ENSG00000189129"
"ENSG00000141338",0,3.18126321290281,0.74,0.053,0,"fibroblast","ENSG00000141338"
"ENSG00000106809",0,3.1400908845092,0.594,0.029,0,"fibroblast","ENSG00000106809"
"ENSG00000142156",0,3.13356051202063,0.952,0.145,0,"fibroblast","ENSG00000142156"
"ENSG00000141756",0,3.1234568340833,0.553,0.061,0,"fibroblast","ENSG00000141756"
"ENSG00000113758",0,3.11705971866876,0.546,0.092,0,"fibroblast","ENSG00000113758"
"ENSG00000138356",0,3.11592423448337,0.653,0.067,0,"fibroblast","ENSG00000138356"
"ENSG00000140092",0,3.09456864959265,0.854,0.101,0,"fibroblast","ENSG00000140092"
"ENSG00000188783",0,3.0813056266407,0.817,0.066,0,"fibroblast","ENSG00000188783"
"ENSG00000102359",0,3.06483127345519,0.585,0.055,0,"fibroblast","ENSG00000102359"
"ENSG00000071967",0,3.04908554056629,0.84,0.168,0,"fibroblast","ENSG00000071967"
"ENSG00000004776",0,3.03665050546263,0.668,0.054,0,"fibroblast","ENSG00000004776"
"ENSG00000214548",0,3.02880310533135,0.78,0.079,0,"fibroblast","ENSG00000214548"
"ENSG00000115461",0,3.02322894958206,0.873,0.116,0,"fibroblast","ENSG00000115461"
"ENSG00000142173",0,3.01956076444242,0.971,0.151,0,"fibroblast","ENSG00000142173"
"ENSG00000116962",0,3.0143682578075,0.837,0.088,0,"fibroblast","ENSG00000116962"
"ENSG00000189058",0,3.00199555281744,0.858,0.092,0,"fibroblast","ENSG00000189058"
"ENSG00000108551",0,2.99837670734706,0.545,0.13,0,"fibroblast","ENSG00000108551"
"ENSG00000048540",0,2.9469104655057,0.523,0.062,0,"fibroblast","ENSG00000048540"
"ENSG00000163359",0,2.93850436250475,0.917,0.077,0,"fibroblast","ENSG00000163359"
"ENSG00000172260",0,2.91249261415845,0.631,0.044,0,"fibroblast","ENSG00000172260"
"ENSG00000109610",0,2.89238705276462,0.73,0.111,0,"fibroblast","ENSG00000109610"
"ENSG00000188483",0,2.87429496739157,0.573,0.203,0,"fibroblast","ENSG00000188483"
"ENSG00000166033",0,2.84492304598681,0.765,0.14,0,"fibroblast","ENSG00000166033"
"ENSG00000142871",0,2.84091800328698,0.781,0.162,0,"fibroblast","ENSG00000142871"
"ENSG00000174080",0,2.82849886633349,0.667,0.119,0,"fibroblast","ENSG00000174080"
"ENSG00000101856",0,2.80047398217754,0.743,0.311,0,"fibroblast","ENSG00000101856"
"ENSG00000138615",0,2.79619587069549,0.616,0.037,0,"fibroblast","ENSG00000138615"
"ENSG00000184232",0,2.78866341773905,0.659,0.112,0,"fibroblast","ENSG00000184232"
"ENSG00000090006",0,2.77573739415073,0.769,0.15,0,"fibroblast","ENSG00000090006"
"ENSG00000149131",0,2.74776829772217,0.96,0.241,0,"fibroblast","ENSG00000149131"
"ENSG00000196569",0,2.74573043161852,0.821,0.067,0,"fibroblast","ENSG00000196569"
"ENSG00000109686",0,2.74386828923529,0.682,0.136,0,"fibroblast","ENSG00000109686"
"ENSG00000123384",0,2.74308506859121,0.922,0.225,0,"fibroblast","ENSG00000123384"
"ENSG00000183722",0,2.74073151539437,0.796,0.129,0,"fibroblast","ENSG00000183722"
"ENSG00000134853",0,2.74039043833765,0.822,0.065,0,"fibroblast","ENSG00000134853"
"ENSG00000113083",0,2.72863753295719,0.583,0.042,0,"fibroblast","ENSG00000113083"
"ENSG00000106624",0,2.72580485327344,0.833,0.089,0,"fibroblast","ENSG00000106624"
"ENSG00000141753",0,2.71997229323996,0.893,0.206,0,"fibroblast","ENSG00000141753"
"ENSG00000111341",0,2.71988608872384,0.975,0.194,0,"fibroblast","ENSG00000111341"
"ENSG00000182636",0,2.70955842459416,0.692,0.102,0,"fibroblast","ENSG00000182636"
"ENSG00000119681",0,2.70456526408242,0.596,0.055,0,"fibroblast","ENSG00000119681"
"ENSG00000143819",0,2.70144312465796,0.818,0.249,0,"fibroblast","ENSG00000143819"
"ENSG00000072682",0,2.68593152236135,0.527,0.111,0,"fibroblast","ENSG00000072682"
"ENSG00000149257",0,2.68536142439003,0.635,0.182,0,"fibroblast","ENSG00000149257"
"ENSG00000131386",0,2.68444962685076,0.629,0.086,0,"fibroblast","ENSG00000131386"
"ENSG00000148180",0,2.65220446136098,0.969,0.41,0,"fibroblast","ENSG00000148180"
"ENSG00000172638",0,2.62560721907685,0.602,0.083,0,"fibroblast","ENSG00000172638"
"ENSG00000091136",0,2.57170498635835,0.662,0.115,0,"fibroblast","ENSG00000091136"
"ENSG00000069702",0,2.55156350612618,0.79,0.175,0,"fibroblast","ENSG00000069702"
"ENSG00000000971",0,2.52619109105405,0.735,0.12,0,"fibroblast","ENSG00000000971"
"ENSG00000135862",0,2.51934122886061,0.824,0.169,0,"fibroblast","ENSG00000135862"
"ENSG00000165424",0,2.5076455716989,0.604,0.095,0,"fibroblast","ENSG00000165424"
"ENSG00000177374",0,2.50477558238844,0.508,0.07,0,"fibroblast","ENSG00000177374"
"ENSG00000005243",0,2.49801124422707,0.56,0.084,0,"fibroblast","ENSG00000005243"
"ENSG00000198121",0,2.46385426741717,0.578,0.061,0,"fibroblast","ENSG00000198121"
"ENSG00000162493",0,2.41946177881426,0.541,0.05,0,"fibroblast","ENSG00000162493"
"ENSG00000131459",0,2.40500496014328,0.572,0.059,0,"fibroblast","ENSG00000131459"
"ENSG00000211445",0,2.39157513443789,0.886,0.224,0,"fibroblast","ENSG00000211445"
"ENSG00000189171",0,2.38911399960541,0.922,0.29,0,"fibroblast","ENSG00000189171"
"ENSG00000117143",0,2.3873840708768,0.75,0.242,0,"fibroblast","ENSG00000117143"
"ENSG00000162407",0,2.38189006899352,0.864,0.182,0,"fibroblast","ENSG00000162407"
"ENSG00000166741",0,2.37758977589741,0.885,0.166,0,"fibroblast","ENSG00000166741"
"ENSG00000145390",0,2.36713592362881,0.695,0.266,0,"fibroblast","ENSG00000145390"
"ENSG00000166173",0,2.34000112364627,0.618,0.098,0,"fibroblast","ENSG00000166173"
"ENSG00000158747",0,2.31441301441704,0.679,0.166,0,"fibroblast","ENSG00000158747"
"ENSG00000103196",0,2.30829865764581,0.84,0.139,0,"fibroblast","ENSG00000103196"
"ENSG00000107562",0,2.28317795472738,0.705,0.107,0,"fibroblast","ENSG00000107562"
"ENSG00000164330",0,2.24951096253187,0.735,0.127,0,"fibroblast","ENSG00000164330"
"ENSG00000123096",0,2.22891492436592,0.609,0.118,0,"fibroblast","ENSG00000123096"
"ENSG00000035862",0,2.21677040113156,0.925,0.313,0,"fibroblast","ENSG00000035862"
"ENSG00000113721",0,2.20326897358579,0.793,0.07,0,"fibroblast","ENSG00000113721"
"ENSG00000182463",0,2.20132238734753,0.681,0.147,0,"fibroblast","ENSG00000182463"
"ENSG00000142973",0,2.15214205847701,0.562,0.109,0,"fibroblast","ENSG00000142973"
"ENSG00000008394",0,2.13274224591962,0.859,0.281,0,"fibroblast","ENSG00000008394"
"ENSG00000008441",0,2.13044429506993,0.703,0.192,0,"fibroblast","ENSG00000008441"
"ENSG00000006042",0,2.1282011226409,0.52,0.094,0,"fibroblast","ENSG00000006042"
"ENSG00000109099",0,2.12334344194989,0.902,0.181,0,"fibroblast","ENSG00000109099"
"ENSG00000116194",0,2.11376574223279,0.545,0.061,0,"fibroblast","ENSG00000116194"
"ENSG00000174059",0,2.08879877338216,0.65,0.076,0,"fibroblast","ENSG00000174059"
"ENSG00000164292",0,2.087457567728,0.796,0.219,0,"fibroblast","ENSG00000164292"
"ENSG00000129757",0,2.07279839571938,0.777,0.191,0,"fibroblast","ENSG00000129757"
"ENSG00000077782",0,2.0674381077184,0.856,0.183,0,"fibroblast","ENSG00000077782"
"ENSG00000159674",0,2.06454537944939,0.613,0.119,0,"fibroblast","ENSG00000159674"
"ENSG00000100234",0,2.05708102067782,0.927,0.199,0,"fibroblast","ENSG00000100234"
"ENSG00000144642",0,2.01806927209541,0.657,0.129,0,"fibroblast","ENSG00000144642"
"ENSG00000131477",0,1.99774534990506,0.659,0.094,0,"fibroblast","ENSG00000131477"
"ENSG00000113140",0,1.99169322584832,0.897,0.207,0,"fibroblast","ENSG00000113140"
"ENSG00000163453",0,1.96390959494999,0.911,0.267,0,"fibroblast","ENSG00000163453"
"ENSG00000082781",0,1.95892044120222,0.567,0.14,0,"fibroblast","ENSG00000082781"
"ENSG00000109472",0,1.95361746400315,0.596,0.111,0,"fibroblast","ENSG00000109472"
"ENSG00000140545",0,1.9453938571509,0.889,0.208,0,"fibroblast","ENSG00000140545"
"ENSG00000112769",0,1.94468230260577,0.516,0.067,0,"fibroblast","ENSG00000112769"
"ENSG00000134871",0,1.91971553302842,0.716,0.144,0,"fibroblast","ENSG00000134871"
"ENSG00000234456",0,1.91845631729442,0.615,0.103,0,"fibroblast","ENSG00000234456"
"ENSG00000197712",0,1.8927549853948,0.623,0.161,0,"fibroblast","ENSG00000197712"
"ENSG00000153823",0,1.88138952342717,0.654,0.091,0,"fibroblast","ENSG00000153823"
"ENSG000001856301",0,1.87913175708248,0.692,0.189,0,"fibroblast","ENSG00000185630"
"ENSG00000102265",0,1.87740816157792,0.955,0.453,0,"fibroblast","ENSG00000102265"
"ENSG00000106565",0,1.85769915398144,0.559,0.115,0,"fibroblast","ENSG00000106565"
"ENSG00000162599",0,1.85761676117216,0.823,0.303,0,"fibroblast","ENSG00000162599"
"ENSG00000002933",0,1.84983687986696,0.516,0.1,0,"fibroblast","ENSG00000002933"
"ENSG00000181458",0,1.84864050725067,0.601,0.087,0,"fibroblast","ENSG00000181458"
"ENSG00000214063",0,1.84404359704418,0.719,0.187,0,"fibroblast","ENSG00000214063"
"ENSG00000019144",0,1.82709204548596,0.549,0.092,0,"fibroblast","ENSG00000019144"
"ENSG00000197256",0,1.82352502466271,0.657,0.113,0,"fibroblast","ENSG00000197256"
"ENSG00000161544",0,1.82334482590235,0.501,0.074,0,"fibroblast","ENSG00000161544"
"ENSG00000099998",0,1.81348233993826,0.502,0.083,0,"fibroblast","ENSG00000099998"
"ENSG00000136235",0,1.77402876719409,0.759,0.134,0,"fibroblast","ENSG00000136235"
"ENSG00000205364",0,1.77028823882644,0.649,0.13,0,"fibroblast","ENSG00000205364"
"ENSG00000169439",0,1.7623374995909,0.725,0.129,0,"fibroblast","ENSG00000169439"
"ENSG00000109814",0,1.76090657946531,0.607,0.191,0,"fibroblast","ENSG00000109814"
"ENSG00000122786",0,1.75965963391889,0.974,0.227,0,"fibroblast","ENSG00000122786"
"ENSG00000165655",0,1.75296306169418,0.522,0.157,0,"fibroblast","ENSG00000165655"
"ENSG00000108679",0,1.74525085035385,0.762,0.236,0,"fibroblast","ENSG00000108679"
"ENSG00000187498",0,1.7359903087507,0.679,0.142,0,"fibroblast","ENSG00000187498"
"ENSG000001466481",0,1.72647634271313,0.692,0.17,0,"fibroblast","ENSG00000146648"
"ENSG00000127990",0,1.70428525978164,0.524,0.092,0,"fibroblast","ENSG00000127990"
"ENSG00000198832",0,1.69147236791413,0.933,0.379,0,"fibroblast","ENSG00000198832"
"ENSG00000183087",0,1.67564967704829,0.637,0.209,0,"fibroblast","ENSG00000183087"
"ENSG00000187479",0,1.66352335287701,0.816,0.181,0,"fibroblast","ENSG00000187479"
"ENSG00000136997",0,1.65983383935789,0.739,0.294,0,"fibroblast","ENSG00000136997"
"ENSG00000269821",0,1.65893271717123,0.548,0.255,0,"fibroblast","ENSG00000269821"
"ENSG00000111817",0,1.63823500309761,0.658,0.217,0,"fibroblast","ENSG00000111817"
"ENSG00000136826",0,1.63110285442658,0.79,0.308,0,"fibroblast","ENSG00000136826"
"ENSG00000187231",0,1.63091792697525,0.647,0.204,0,"fibroblast","ENSG00000187231"
"ENSG00000213722",0,1.62128038367027,0.769,0.29,0,"fibroblast","ENSG00000213722"
"ENSG00000173511",0,1.61780045356456,0.717,0.32,0,"fibroblast","ENSG00000173511"
"ENSG00000148926",0,1.61624357843062,0.511,0.182,0,"fibroblast","ENSG00000148926"
"ENSG00000141905",0,1.61431103239359,0.881,0.394,0,"fibroblast","ENSG00000141905"
"ENSG00000182492",0,1.61184548059658,0.538,0.063,0,"fibroblast","ENSG00000182492"
"ENSG000001159631",0,1.59220210087995,0.655,0.205,0,"fibroblast","ENSG00000115963"
"ENSG00000182534",0,1.58973932739398,0.752,0.222,0,"fibroblast","ENSG00000182534"
"ENSG00000128595",0,1.58485724485656,0.791,0.341,0,"fibroblast","ENSG00000128595"
"ENSG00000120738",0,1.5532256360338,0.887,0.393,0,"fibroblast","ENSG00000120738"
"ENSG00000050405",0,1.54331299186565,0.768,0.264,0,"fibroblast","ENSG00000050405"
"ENSG00000101439",0,1.53703610607885,0.984,0.585,0,"fibroblast","ENSG00000101439"
"ENSG00000142089",0,1.52670699890033,0.984,0.489,0,"fibroblast","ENSG00000142089"
"ENSG00000013588",0,1.51715567872268,0.574,0.142,0,"fibroblast","ENSG00000013588"
"ENSG00000166250",0,1.51653954898468,0.56,0.045,0,"fibroblast","ENSG00000166250"
"ENSG00000147862",0,1.51597010632213,0.809,0.263,0,"fibroblast","ENSG00000147862"
"ENSG00000123358",0,1.51198295824004,0.807,0.426,0,"fibroblast","ENSG00000123358"
"ENSG00000131711",0,1.50738769825127,0.738,0.121,0,"fibroblast","ENSG00000131711"
"ENSG00000136158",0,1.50693250477798,0.516,0.142,0,"fibroblast","ENSG00000136158"
