DepMap_ID,stripped_cell_line_name,CCLE_Name,sex,primary_disease,Subtype,lineage.x,lineage_subtype,lineage_sub_subtype,lineage.y,1st_rank_DEG,2nd_rank_DEG,3rd_rank_DEG,4th_rank_DEG,5th_rank_DEG,6th_rank_DEG,7th_rank_DEG,8th_rank_DEG,9th_rank_DEG,10th_rank_DEG
ACH-001399,SW626,SW626_LARGE_INTESTINE,Female,Colon/Colorectal Cancer,,colorectal,colorectal_adenocarcinoma,,colorectal,GZMB,IGFL1,KRT20,CST7,KRT40,SUGCT,RBP1,KLRC2,BMP4,KLK10
ACH-001400,SW954,SW954_CERVIX,Female,Cervical Cancer,Squamous Cell Carcinoma,cervix,cervical_squamous,,cervix,KRT15,S100A8,KRT13,LGALS7B,TNNI2,LY6D,COL17A1,LCN2,KRT5,DEFB1
ACH-001401,SW13,SW13_ADRENAL_CORTEX,Female,Adrenal Cancer,Carcinoma,adrenal_cortex,adrenal_carcinoma,,adrenal_cortex,NTS,MAGEA4,XAGE1B,ALDH1A1,COL11A1,EPHA7,DPEP3,MAP2,CT45A1,OSTN
ACH-001402,SW756,SW756_CERVIX,Female,Cervical Cancer,Squamous Cell Carcinoma,cervix,cervical_squamous,,cervix,IL11,CPA4,CA9,SMOC1,KYNU,STC1,NPTX1,F2R,SERPINB4,SERPINB3
ACH-001403,TO14,TO14_OVARY,Female,Ovarian Cancer,Cystadenocarcinoma,ovary,ovary_adenocarcinoma,,ovary,WFDC2,IGF2,CCL2,BEX1,CRABP2,TMEM100,CP,KCNQ2,CRABP1,CDH6
ACH-001407,UMUC13,UMUC13_URINARY_TRACT,Male,Bladder Cancer,Transitional Cell Carcinoma,urinary_tract,bladder_carcinoma,bladder_transitional_cell,urinary_tract,VGLL3,SERPINB2,RPS4Y1,SERPINE1,G0S2,CAV1,IL1B,SRGN,THBS1,DIRAS3
ACH-001408,UMUC14,UMUC14_URINARY_TRACT,Male,Bladder Cancer,Transitional Cell Carcinoma,urinary_tract,bladder_carcinoma,bladder_transitional_cell,urinary_tract,CST1,S100A9,LCN2,GSTM1,KRT17,ADIRF,S100P,UPK1B,DHRS2,SLPI
ACH-001409,UMUC16,UMUC16_URINARY_TRACT,Unknown,Bladder Cancer,Transitional Cell Carcinoma,urinary_tract,bladder_carcinoma,bladder_transitional_cell,urinary_tract,KRT13,KRT5,S100A2,KRT17,UGT1A10,DIO2,TACSTD2,KRT7,IGFBP3,FGFBP1
ACH-001410,UMUC4,UMUC4_URINARY_TRACT,Female,Bladder Cancer,Transitional Cell Carcinoma,urinary_tract,bladder_carcinoma,bladder_transitional_cell,urinary_tract,FABP1,APOD,CA1,TAC3,MUC13,AGR3,REG4,RBP2,GSTA1,ALDH1A1
ACH-001411,UMUC5,UMUC5_URINARY_TRACT,Female,Bladder Cancer,Squamous Cell Carcinoma,urinary_tract,bladder_carcinoma,bladder_squamous,urinary_tract,FABP4,KRT13,LY6D,MMP10,KRT5,KRT4,S100A2,FXYD3,UGT1A6,UGT1A8
ACH-001412,UMUC10,UMUC10_URINARY_TRACT,Unknown,Bladder Cancer,Transitional Cell Carcinoma,urinary_tract,bladder_carcinoma,bladder_transitional_cell,urinary_tract,CA9,MAGEA10,CST6,GTSF1,GSTM1,ID4,SLC1A6,KRT7,S100A2,VGLL1
ACH-001413,UMUC11,UMUC11_URINARY_TRACT,Male,Bladder Cancer,Transitional Cell Carcinoma,urinary_tract,bladder_carcinoma,bladder_transitional_cell,urinary_tract,PNMA5,HMGA2,SERPINE1,CLDN11,C19orf33,CTAG2,KISS1,MT1E,MAGEA10,DIO2
ACH-001414,UMUC6,UMUC6_URINARY_TRACT,Male,Bladder Cancer,Transitional Cell Carcinoma,urinary_tract,bladder_carcinoma,bladder_transitional_cell,urinary_tract,FABP4,S100A9,KRT17,IL1A,S100P,OLR1,PI3,SLPI,S100A2,S100A8
ACH-001415,UMUC7,UMUC7_URINARY_TRACT,Male,Bladder Cancer,Transitional Cell Carcinoma,urinary_tract,bladder_carcinoma,bladder_transitional_cell,urinary_tract,S100A9,MGP,CYP4B1,RARRES1,ADIRF,HPGD,FXYD3,TRIM31,S100A8,VGLL1
ACH-001416,UMUC9,UMUC9_URINARY_TRACT,Male,Bladder Cancer,Transitional Cell Carcinoma,urinary_tract,bladder_carcinoma,bladder_transitional_cell,urinary_tract,PSCA,CD36,ADIRF,UPK1B,RARRES1,VSIG2,S100P,VGLL1,TACSTD2,PPARG
ACH-001418,UWB1289,UWB1289_OVARY,Female,Ovarian Cancer,"Adenocarcinoma, serous",ovary,ovary_adenocarcinoma,serous,ovary,MAL,CRYAB,CST6,SPOCK2,CLDN16,SLPI,KRT7,LCN2,SPON1,CLDN3
ACH-001419,VP229,VP229_BREAST,Female,Breast Cancer,Breast Ductal Carcinoma,breast,breast_ductal_carcinoma,,breast,S100A8,S100A9,CALML5,KLK6,DEFB1,KLK5,MB,VGLL1,SLPI,FXYD3
ACH-001421,WERIRB1,WERIRB1_AUTONOMIC_GANGLIA,Female,Eye Cancer,Retinoblastoma,eye,retinoblastoma,,eye,OTX2,GSG1,AIPL1,PPP1R27,NEUROD1,RCVRN,NEUROD4,PDE6H,RXRG,CRABP2
ACH-001422,WPE1NA22,WPE1NA22_PROSTATE,Male,Prostate Cancer,Adenocarcinoma,prostate,prostate_adenocarcinoma,,prostate,SLPI,KRT6A,S100A9,SPRR1B,SPRR2E,SPRR3,KRT13,KRT16,KLK7,S100A8
ACH-001430,TC138,TC138_BONE,Male,Bone Cancer,Ewings Sarcoma,bone,Ewing_sarcoma,,bone,PRAC1,MFAP4,XAGE1B,ITM2A,NEUROD6,SYCP1,DKK2,APCDD1,RBM11,TRMT9B
ACH-001431,TC205,TC205_BONE,Unknown,Bone Cancer,Ewings Sarcoma,bone,Ewing_sarcoma,,bone,PRAC1,FGFBP2,UGT3A2,OLFM2,CCK,MFAP4,NPY1R,XG,PPP1R1A,DPEP1
ACH-001433,CCLFPEDS0008T,CCLFPEDS0008T_SOFT_TISSUE,Unknown,Sarcoma,Epithelioid,soft_tissue,epithelioid_sarcoma,,soft_tissue,PPBP,ALDH1A1,MMP10,CALB1,COL11A1,MMP3,CRYAB,ECSCR,COL3A1,SPINK6
ACH-001441,921,921_UVEA,Female,Eye Cancer,Uveal Melanoma,eye,uveal_melanoma,,eye,TYRP1,PMEL,CD36,MLANA,PCDH20,A2M,S100A1,NMRK2,CA14,RAB38
ACH-001442,A388,A388_SKIN,Male,Skin Cancer,Squamous Cell Carcinoma,epidermoid_carcinoma,skin_squamous,,epidermoid_carcinoma,S100A8,S100A9,S100A7,KRT5,KRT6A,KRT17,KRT14,SPRR1B,S100A2,PI3
ACH-001443,ASH3,ASH3_THYROID,Female,Thyroid Cancer,Carcinoma,thyroid,thyroid_carcinoma,,thyroid,MMP1,MMP3,IL1B,COL10A1,KRT34,CXCL8,IL24,CCL20,CSF3,GREM1
ACH-001450,BLUE1,BLUE1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Male,Lymphoma,"B-cell, Non-Hodgkins, Burkitts",lymphocyte,non_hodgkin_lymphoma,b_cell_burkitt,lymphocyte,TCL1A,IRAG2,JCHAIN,HLA-DRA,CD79A,ACTL8,CD74,MEF2B,LSP1,CD22
ACH-001451,BOKU,BOKU_CERVIX,Female,Cervical Cancer,Squamous Cell Carcinoma,cervix,cervical_squamous,,cervix,IFI27,KRT17,POSTN,RNF212,HBD,CLDN11,MSLN,CD70,SLPI,CCL5
ACH-001453,BPH1,BPH1_PROSTATE,Male,Prostate Cancer,Prostate Hyperplasia,prostate,prostate_hyperplasia,,prostate,S100A9,S100A8,KRT17,KRT14,PI3,RSAD2,KRT5,SPRR1B,S100A7,KRT6A
ACH-001454,C10,C10_LARGE_INTESTINE,Male,Colon/Colorectal Cancer,Adenocarcinoma,colorectal,colorectal_adenocarcinoma,,colorectal,RNASE1,SFTA2,CEACAM6,AGR3,KRT40,CRIP1,CXCL17,VGLL1,TACSTD2,HOPX
ACH-001456,C125PM,C125PM_LARGE_INTESTINE,Unknown,Colon/Colorectal Cancer,Adenocarcinoma,colorectal,colorectal_adenocarcinoma,,colorectal,REG1A,TSPAN8,LYZ,LGALS4,FABP1,REG4,C15orf48,KRT20,PPP1R1B,MMP7
ACH-001458,C75,C75_LARGE_INTESTINE,Male,Colon/Colorectal Cancer,Adenocarcinoma,colorectal,colorectal_adenocarcinoma,,colorectal,PPBP,FABP1,PRAC1,SPINK1,LGALS4,PPP1R1B,GPX2,LYZ,TSPAN8,C10orf99
ACH-001459,C80,C80_LARGE_INTESTINE,Male,Colon/Colorectal Cancer,Adenocarcinoma,colorectal,colorectal_adenocarcinoma,,colorectal,TFF3,CCDC196,PRAC1,OLFM4,LGALS4,TSPAN8,FAM3D,FAM3B,CA9,SPINK4
ACH-001460,C84,C84_LARGE_INTESTINE,Male,Colon/Colorectal Cancer,Adenocarcinoma,colorectal,colorectal_adenocarcinoma,,colorectal,FABP1,LGALS4,TSPAN8,KRT20,PRAP1,CEACAM5,CDX1,LY6G6D,TFF3,CDH17
ACH-001461,C99,C99_LARGE_INTESTINE,Male,Colon/Colorectal Cancer,Adenocarcinoma,colorectal,colorectal_adenocarcinoma,,colorectal,FABP1,OLFM4,LGALS4,SPINK1,GPX2,PHGR1,HMGCS2,LYZ,PPP1R1B,TSPAN8
ACH-001484,CI,CI_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Female,Leukemia,"B-cell, unspecified",blood,unspecified_leukemia,b_cell,blood,HLA-DRA,CD48,CD74,CCL3,RGS1,CCL22,PLEK,MS4A1,HLA-DPA1,FCER2
ACH-001485,CII,CII_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Female,Leukemia,"B-cell, unspecified",blood,unspecified_leukemia,b_cell,blood,CD48,FCER2,EBI3,HLA-DRA,CCL22,CD79A,CD74,BCL2A1,MS4A1,CCL3
ACH-001494,EGI1,EGI1_BILIARY_TRACT,Male,Bile Duct Cancer,"Cholangiocarcinoma, extrahepatic",bile_duct,cholangiocarcinoma,extrahepatic,bile_duct,PSCA,KRT81,KRT20,S100P,ADIRF,SNCG,TACSTD2,FXYD3,PHGR1,CEACAM6
ACH-001495,EMTOKA,EMTOKA_ENDOMETRIUM,Female,Endometrial/Uterine Cancer,Uterine Carcinosarcoma,uterus,uterine_carcinosarcoma,,uterus,MMP7,CLEC4E,CLDN16,FXYD2,SPP1,SAA1,RIPPLY1,VCAM1,CLDN2,FOLR1
ACH-001496,ESO26,ESO26_OESOPHAGUS,Male,Esophageal Cancer,Adenocarcinoma,esophagus,esophagus_adenocarcinoma,,esophagus,CEL,ALDH1A1,LCN2,PPP1R1B,IFI27,CDH17,TMEM176B,ACTL8,UGT1A6,REG1A
ACH-001497,ESO51,ESO51_OESOPHAGUS,Male,Esophageal Cancer,Adenocarcinoma,esophagus,esophagus_adenocarcinoma,,esophagus,LGALS4,MMP1,TFF2,S100A4,ADIRF,S100P,ADH1C,PSCA,TSPAN8,REG4
ACH-001498,FARAGE,FARAGE_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Female,Lymphoma,"B-cell, Non-Hodgkins",lymphocyte,non_hodgkin_lymphoma,b_cell,lymphocyte,MS4A1,RGS1,CD52,IRAG2,CD79A,BCL2A1,PLEK,STAG3,LAPTM5,CHI3L2
ACH-001500,FLO1,FLO1_OESOPHAGUS,Male,Esophageal Cancer,Adenocarcinoma,esophagus,esophagus_adenocarcinoma,,esophagus,C15orf48,MAGEA4,CCL2,TDRD12,CT45A1,CT45A10,ANPEP,ART5,GAGE2A,MAGEA9
ACH-001509,H357,H357_UPPER_AERODIGESTIVE_TRACT,Male,Head and Neck Cancer,"Squamous Cell Carcinoma, tongue",upper_aerodigestive,upper_aerodigestive_squamous,tongue,upper_aerodigestive,S100A8,KRT14,SAA1,KRT5,KRTDAP,KRT6A,S100A9,KRT17,PI3,SLPI
ACH-001510,H376,H376_UPPER_AERODIGESTIVE_TRACT,Female,Head and Neck Cancer,"Squamous Cell Carcinoma, oral",upper_aerodigestive,upper_aerodigestive_squamous,oral,upper_aerodigestive,SAA1,KRT17,SAA2,CCL20,S100A8,SERPINA3,KRT81,S100A7,WFDC2,CA9
ACH-001511,H413,H413_UPPER_AERODIGESTIVE_TRACT,Female,Head and Neck Cancer,"Squamous Cell Carcinoma, buccal mucosa",upper_aerodigestive,upper_aerodigestive_squamous,buccal_mucosa,upper_aerodigestive,KRT13,KRT6A,KRT5,LCN2,UPK2,ALPP,MFAP5,S100A9,PSCA,IGFBP3
ACH-001513,HCA1,HCA1_CERVIX,Female,Cervical Cancer,Endocervical Adenocarcinoma,cervix,cervical_adenocarcinoma,endocervical,cervix,IGFL2,ALPP,CT83,CRIP1,CYP24A1,RHOV,TESC,KLK5,SFTA2,GPX2
ACH-001515,HCS2,HCS2_CERVIX,Female,Cervical Cancer,Squamous Cell Carcinoma,cervix,cervical_squamous,,cervix,KRT17,SPINK6,KRT13,STEAP4,ALPP,MFAP5,FXYD3,S100A9,IGFL1,KRT6A
ACH-001516,HCSC1,HCSC1_CERVIX,Female,Cervical Cancer,Endocervical Carcinoma,cervix,cervical_carcinoma,endocervical,cervix,TFF3,TMEM176A,TMEM176B,NNAT,ASCL1,DDC,TUBA3C,GRP,CHGA,SOX2
ACH-001517,HEC1,HEC1_ENDOMETRIUM,Female,Endometrial/Uterine Cancer,Endometrial Adenocarcinoma,uterus,endometrial_adenocarcinoma,,uterus,FXYD2,S100A1,TRNP1,RAPGEF3,APOC1,IGFN1,SLPI,SPP1,CT45A3,FGF18
ACH-001518,HEC116,HEC116_ENDOMETRIUM,Female,Endometrial/Uterine Cancer,Endometrial Adenocarcinoma,uterus,endometrial_adenocarcinoma,,uterus,CLDN16,SPP1,FXYD2,CYP2B6,AKR1C2,MSMP,PROM1,MAGEB2,MAEL,NUPR1
ACH-001519,HEMCSS,HEMCSS_BONE,Female,Bone Cancer,Chondrosarcoma,bone,chondrosarcoma,,bone,WIF1,FSHB,PCP4,PSG9,OSTN,FABP4,HHIP,ANGPT2,LHX9,SERPINB2
ACH-001520,HG3,HG3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Male,Leukemia,"B-cell, unspecified",blood,unspecified_leukemia,b_cell,blood,FCER2,CCL3,HLA-DQB1,CD74,HLA-DRA,CD48,CD79A,JCHAIN,MS4A1,MAP4K1
ACH-001521,HKA1,HKA1_SKIN,Female,Skin Cancer,Squamous Cell Carcinoma,skin,skin_squamous,keratoacanthoma,skin,KRT5,KRT6A,AKR1C2,CALML3,KRT17,KRT15,LGALS7B,ACTL8,S100A2,KRT14
ACH-001522,HMY1,HMY1_SKIN,Male,Skin Cancer,Melanoma,skin,melanoma,,skin,PMEL,DCT,A2M,S100B,S100A1,MIA,HLA-DRA,SLC5A4,HLA-DPA1,CD74
ACH-001523,HSC1,HSC1_SKIN,Male,Skin Cancer,Squamous Cell Carcinoma,skin,skin_squamous,,skin,KRT5,S100A9,GPNMB,KRT15,FXYD3,KRT17,LY6D,CALB1,S100A8,KRT13
ACH-001524,HSC5,HSC5_SKIN,Male,Skin Cancer,Squamous Cell Carcinoma,skin,skin_squamous,,skin,PSCA,TNFSF10,IGFBP3,UPK2,PLAAT4,PTGIS,FXYD3,C5orf38,SLC1A6,GABRP
ACH-001525,HT3,HT3_CERVIX,Female,Cervical Cancer,Carcinoma,cervix,cervical_carcinoma,,cervix,S100A8,S100A9,PI3,S100A7,SPINK6,SLPI,KRT17,C15orf48,KRT6A,DEFB4A
ACH-001526,HUO9,HUO9_BONE,Female,Bone Cancer,Osteosarcoma,bone,osteosarcoma,,bone,IFITM5,FGFBP2,CA3,WIF1,TMEM119,LUM,COL1A2,SCGB3A2,IFI27,SPARC
ACH-001528,IHH4,IHH4_THYROID,Male,Thyroid Cancer,"Carcinoma, papillary",thyroid,thyroid_carcinoma,papillary,thyroid,PAGE5,IL24,CSF3,G0S2,MAGEA4,XAGE1B,IL1B,IL13RA2,SERPINA1,SAA1
ACH-001529,JAR,JAR_PLACENTA,Male,Endometrial/Uterine Cancer,Choriocarcinoma,uterus,choriocarcinoma,,uterus,XAGE2,CGA,CLDN6,VGLL1,ERVH48-1,ERVW-1,LIN28A,COL9A3,MFAP5,GJA5
ACH-001530,JEG3,JEG3_PLACENTA,Male,Endometrial/Uterine Cancer,Choriocarcinoma,uterus,choriocarcinoma,,uterus,XAGE2,CLDN6,ERVH48-1,NLRP2,FOLR1,CGA,GLDC,CTSV,CLIC3,PEG3
ACH-001532,JMURTK2,JMURTK2_SOFT_TISSUE,Female,Rhabdoid,Malignant Rhabdoid Tumor,kidney,malignant_rhabdoid_tumor,,kidney,DCN,LUM,SLN,COL3A1,OTOL1,HHIP,COL1A2,SCG2,SMPX,FDCSP
ACH-001533,KARPAS1718,KARPAS1718_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Male,Lymphoma,Splenic,lymphocyte,non_hodgkin_lymphoma,splenic_lymphoma,lymphocyte,IGLL5,TCL1A,HLA-DRA,CD79A,CD74,CD52,CD79B,JCHAIN,CD37,FCRLA
ACH-001536,KKU100,KKU100_BILIARY_TRACT,Female,Bile Duct Cancer,"Cholangiocarcinoma, extrahepatic",bile_duct,cholangiocarcinoma,extrahepatic,bile_duct,VTN,P4HA3,CCDC170,SPP1,RSPO3,IFI27,PI3,SLPI,IGFBP1,SLC2A3
ACH-001538,KKU213,KKU213_BILIARY_TRACT,Male,Bile Duct Cancer,"Cholangiocarcinoma, intrahepatic",bile_duct,cholangiocarcinoma,intrahepatic,bile_duct,LY6D,FXYD3,C15orf48,IL1A,ADIRF,SAA1,TACSTD2,CSTA,IL1B,KLK8
ACH-001539,KML1,KML1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Female,Lymphoma,"B-cell, Non-Hodgkins",lymphocyte,non_hodgkin_lymphoma,b_cell,lymphocyte,RGS13,CD52,VPREB3,CD79A,MEF2B,CD79B,TNNI1,IRAG2,SERPINA9,CD48
ACH-001540,KMLS1,KMLS1_SOFT_TISSUE,Unknown,Liposarcoma,,soft_tissue,liposarcoma,,soft_tissue,COL3A1,TNFAIP6,CXCL8,PTX3,G0S2,HAS2,DCN,CXCL6,ABI3BP,CXCL12
ACH-001542,KON,KON_UPPER_AERODIGESTIVE_TRACT,Male,Head and Neck Cancer,Squamous Cell Carcinoma,upper_aerodigestive,upper_aerodigestive_squamous,,upper_aerodigestive,AKR1B10,ALDH3A1,CES1,KRT5,AKR1C2,UGT1A6,KRT14,GPX2,AKR1C1,ANXA10
ACH-001543,KOSC2,KOSC2CL343_UPPER_AERODIGESTIVE_TRACT,Male,Head and Neck Cancer,"Squamous Cell Carcinoma, oral",upper_aerodigestive,upper_aerodigestive_squamous,oral,upper_aerodigestive,MMP13,VCX,KRT5,COL17A1,FXYD3,PAGE2,CTAG2,KRT15,KRT17,GTSF1
ACH-001547,LO68,LO68_LUNG,Male,Lung Cancer,Mesothelioma,lung,mesothelioma,,lung,COL3A1,MGARP,POSTN,AKR1B10,PSG4,ADIRF,SULT1A1,KRT7,SULF1,BCHE
ACH-001548,LS,LS_AUTONOMIC_GANGLIA,Female,Neuroblastoma,,peripheral_nervous_system,neuroblastoma,,peripheral_nervous_system,CRABP1,MYCN,GPC3,PHOX2B,HAND2,PRPH,ELAVL4,LIX1,YEATS4,GAL
ACH-001549,LU135,LU135_LUNG,Male,Lung Cancer,Small Cell Lung Cancer (SCLC),lung,SCLC,,lung,PRPH,INSM1,CHGB,SCG3,PPP1R17,STMN2,CPLX2,NEUROD1,RTN1,KIF1A
ACH-001550,MCC13,MCC13_SKIN,Female,Skin Cancer,Merkel Cell Carcinoma,skin,merkel_cell_carcinoma,,skin,ACTG2,ANKRD1,CPA4,GJA1,CCN2,SULT1C4,ACTA2,COL4A1,CNN1,MMP1
ACH-001551,MCC142,MCC142_SKIN,Male,Skin Cancer,Merkel Cell Carcinoma,skin,merkel_cell_carcinoma,,skin,AMTN,COL3A1,CA9,MME,COL5A2,DHRS2,POSTN,MFAP4,COL4A1,EFEMP1
ACH-001552,MCC26,MCC26_SKIN,Female,Skin Cancer,Merkel Cell Carcinoma,skin,merkel_cell_carcinoma,,skin,MAGEA4,CPA4,COL3A1,LUM,ACTG2,COL1A2,ACTA2,MAGEA9B,COL1A1,TAGLN
ACH-001554,MEL202,MEL202_UVEA,Female,Eye Cancer,Uveal Melanoma,eye,uveal_melanoma,,eye,TYRP1,PMEL,MLANA,WFDC1,CD36,TYR,S100A1,HTN1,SLC24A5,A2M
ACH-001555,MERO14,MERO14_PLEURA,Male,Lung Cancer,Mesothelioma,lung,mesothelioma,,lung,PSG1,PSG5,IFI27,PSG4,POSTN,PSG2,THBS2,TRIM58,SERPINE1,TNFSF4
ACH-001556,MERO25,MERO25_PLEURA,Male,Lung Cancer,Mesothelioma,lung,mesothelioma,,lung,EDIL3,SLPI,OLR1,SULF1,TAGLN,IFI27,NPPB,TNFSF18,CCN2,SLC7A7
ACH-001557,MERO41,MERO41_PLEURA,Male,Lung Cancer,Mesothelioma,lung,mesothelioma,,lung,POSTN,DIO2,KRT7,SULF1,COL1A2,DCN,C4BPB,OLR1,AKR1B10,COL3A1
ACH-001558,MERO48A,MERO48A_PLEURA,Male,Lung Cancer,Mesothelioma,lung,mesothelioma,,lung,SPANXB1,CLDN11,SPANXA2,CPA4,CEMIP,COL6A3,SULF1,COL1A2,SERPINE1,EFEMP1
ACH-001559,MERO82,MERO82_PLEURA,Unknown,Lung Cancer,Mesothelioma,lung,mesothelioma,,lung,IFI27,PSG9,CLDN11,PSG4,POSTN,C4BPB,PSG5,TRIM58,DIO2,KRT7
ACH-001560,MERO83,MERO83_PLEURA,Male,Lung Cancer,Mesothelioma,lung,mesothelioma,,lung,AMTN,TNFSF18,PSG1,PSG5,CCL2,ABI3BP,CDH13,POSTN,KRT7,OXTR
ACH-001561,MERO84,MERO84_PLEURA,Male,Lung Cancer,Mesothelioma,lung,mesothelioma,,lung,EFEMP1,MFAP5,HSD3B1,OLR1,SPOCK2,UPK1B,KRT5,COL3A1,COL4A1,HHIP
ACH-001562,MERO95,MERO95_PLEURA,Male,Lung Cancer,Mesothelioma,lung,mesothelioma,,lung,SLPI,THBS2,CEMIP,HSD3B1,COL3A1,CCDC80,CALB2,BGN,SULF1,CHI3L1
ACH-001563,MM127,MM127_SKIN,Male,Skin Cancer,"Melanoma, amelanotic",skin,melanoma,amelanotic,skin,SERPINB2,FST,CYTIP,NPTX1,STC2,CXCL12,TMEM200A,FGF5,ANKRD1,FMN2
ACH-001566,MM370,MM370_SKIN,Male,Skin Cancer,Melanoma,skin,melanoma,,skin,PMEL,MLANA,APOD,PAEP,TYR,S100B,APOC2,MIA,CAPN3,VGF
ACH-001567,MM383,MM383_SKIN,Male,Skin Cancer,Melanoma,skin,melanoma,,skin,S100B,HLA-DRA,CD74,HLA-DPA1,MIA,HLA-DRB1,SERPINA3,SERPINE2,S100A1,SFRP1
ACH-001568,MM386,MM386_SKIN,Male,Skin Cancer,Melanoma,skin,melanoma,,skin,PMEL,MIA,S100B,MLANA,TYR,SOX10,DCT,TRPM1,SERPINF1,QPCT
ACH-001569,MM415,MM415_SKIN,Male,Skin Cancer,Melanoma,skin,melanoma,,skin,S100B,MLANA,TYRP1,S100A1,HLA-DRA,PMEL,MIA,IL24,CD74,HLA-DRB1
ACH-001570,MM426,MM426_SKIN,Male,Skin Cancer,Melanoma,skin,melanoma,,skin,GAGE2A,MLANA,PMEL,PAGE5,GAGE1,GAGE12D,S100B,TYR,GAGE12H,GAGE12C
ACH-001573,MOLM1,MOLM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Male,Leukemia,Chronic Myelogenous Leukemia (CML),blood,CML,,blood,AIF1,LST1,PRSS57,CD52,GMFG,HLA-DRA,CD74,PLCB2,LYL1,CLEC9A
ACH-001574,MOLM14,MOLM14_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Male,Leukemia,Acute Myelogenous Leukemia (AML),blood,AML,,blood,ELANE,LST1,PRTN3,AZU1,RNASE2,PPP1R27,PRG2,XAGE1B,APOC2,TYROBP
ACH-001577,MUTZ8,MUTZ8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Female,Leukemia,Acute Myelogenous Leukemia (AML),blood,AML,,blood,MPO,ELANE,AIF1,LYZ,CD52,RETN,SRGN,CD34,PRSS57,GMFG
ACH-001578,NCCIT,NCCIT_TESTIS,Male,Embryonal Cancer,Carcinoma,embryo,embryo_carcinoma,,embryo,POU5F1,L1TD1,TDGF1,GDF3,SCGB3A2,ZIC3,DPPA4,CRABP1,PRDM14,RARRES2
ACH-001603,NH12,NH12_AUTONOMIC_GANGLIA,Male,Neuroblastoma,,peripheral_nervous_system,neuroblastoma,,peripheral_nervous_system,MYCN,CHGB,STMN2,CHGA,RGS5,NSG2,PHOX2A,DDC,ELAVL4,RPS4Y1
ACH-001605,NO10,NO10_CENTRAL_NERVOUS_SYSTEM,Male,Brain Cancer,Glioblastoma,central_nervous_system,glioma,glioblastoma,central_nervous_system,POSTN,SFRP2,THY1,COL1A2,IL13RA2,BEX1,HTRA1,CHI3L1,TAGLN,GPNMB
ACH-001607,NOZ,NOZ_LIVER,Female,Gallbladder Cancer,Adenocarcinoma,bile_duct,gallbladder_adenocarcinoma,,bile_duct,RBP1,MT1A,ADIRF,S100A4,ALDH3A1,KRT20,ZBED2,TNFRSF6B,BMP4,COL13A1
ACH-001608,NP2,NP2_CENTRAL_NERVOUS_SYSTEM,Male,Brain Cancer,Glioblastoma,central_nervous_system,glioma,glioblastoma,central_nervous_system,CHI3L1,CA9,TGFBI,S100A3,CGB8,S100A8,LRRC17,HTRA1,SCG5,LOXL1
ACH-001609,NP3,NP3_CENTRAL_NERVOUS_SYSTEM,Male,Brain Cancer,Glioblastoma,central_nervous_system,glioma,glioblastoma,central_nervous_system,COL1A2,MMP1,THY1,MMP13,CCL2,TGFBI,MMP2,COL1A1,RBP1,SPARC
ACH-001610,NP5,NP5_CENTRAL_NERVOUS_SYSTEM,Male,Brain Cancer,Glioblastoma,central_nervous_system,glioma,glioblastoma,central_nervous_system,COL1A2,COL3A1,LUM,GREM1,CDH11,OLFML3,TMEM119,MMP2,COLEC12,SPARC
ACH-001611,NP8,NP8_CENTRAL_NERVOUS_SYSTEM,Female,Brain Cancer,Glioblastoma,central_nervous_system,glioma,glioblastoma,central_nervous_system,COL1A2,POSTN,SPARC,COL3A1,COL1A1,IL13RA2,CHRDL1,ACTG2,LOXL1,MMP2
ACH-001613,OCIAML4,OCIAML4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Female,Leukemia,Acute Myelogenous Leukemia (AML),blood,AML,,blood,AIF1,CD52,LST1,HLA-DRA,HOPX,SPINK2,SMIM24,GMFG,CYTL1,CD37
ACH-001616,OCILY18,OCILY18_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Male,Lymphoma,Diffuse Large B-cell Lymphoma (DLBCL),lymphocyte,non_hodgkin_lymphoma,DLBCL,lymphocyte,CD79B,JCHAIN,TCL1B,HLA-DRA,CD52,MZB1,IGLL1,VPREB3,TCL1A,VPREB1
ACH-001617,OCILY7,OCILY7_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Male,Lymphoma,Diffuse Large B-cell Lymphoma (DLBCL),lymphocyte,non_hodgkin_lymphoma,DLBCL,lymphocyte,JCHAIN,CD52,TCL1A,IGLL5,CD79A,CD79B,MS4A1,CXCR4,MZB1,RGS13
